# Time-averaged data for fix myat8
# TimeStep v_volume
0 2546.66
200 2546.66
400 2546.66
600 2546.66
800 2546.66
1000 2546.66
1200 2546.66
1400 2546.66
1600 2546.66
1800 2546.66
2000 2546.66
2200 2546.66
2400 2546.66
2600 2546.66
2800 2546.66
3000 2546.66
3200 2546.66
3400 2546.66
3600 2546.66
3800 2546.66
4000 2546.66
4200 2546.66
4400 2546.66
4600 2546.66
4800 2546.66
5000 2546.66
5200 2546.66
5400 2546.66
5600 2546.66
5800 2546.66
6000 2546.66
6200 2546.66
6400 2546.66
6600 2546.66
6800 2546.66
7000 2546.66
7200 2546.66
7400 2546.66
7600 2546.66
7800 2546.66
8000 2546.66
8200 2546.66
8400 2546.66
8600 2546.66
8800 2546.66
9000 2546.66
9200 2546.66
9400 2546.66
9600 2546.66
9800 2546.66
10000 2546.66
10200 2546.66
10400 2546.66
10600 2546.66
10800 2546.66
11000 2546.66
11200 2546.66
11400 2546.66
11600 2546.66
11800 2546.66
12000 2546.66
12200 2546.66
12400 2546.66
12600 2546.66
12800 2546.66
13000 2546.66
13200 2546.66
13400 2546.66
13600 2546.66
13800 2546.66
14000 2546.66
14200 2546.66
14400 2546.66
14600 2546.66
14800 2546.66
15000 2546.66
15200 2546.66
15400 2546.66
15600 2546.66
15800 2546.66
16000 2546.66
16200 2546.66
16400 2546.66
16600 2546.66
16800 2546.66
17000 2546.66
17200 2546.66
17400 2546.66
17600 2546.66
17800 2546.66
18000 2546.66
18200 2546.66
18400 2546.66
18600 2546.66
18800 2546.66
19000 2546.66
19200 2546.66
19400 2546.66
19600 2546.66
19800 2546.66
20000 2546.66
