# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -20.9305
200 -15.8811
400 -16.2187
600 -15.3928
800 -16.6673
1000 -17.4043
1200 -15.8339
1400 -15.4671
1600 -15.6786
1800 -15.5543
2000 -15.1792
2200 -16.6503
2400 -16.1472
2600 -15.7376
2800 -15.883
3000 -16.5922
3200 -15.8376
3400 -16.776
3600 -15.5907
3800 -15.5657
4000 -15.2385
4200 -16.2691
4400 -16.4272
4600 -16.0866
4800 -16.8624
5000 -14.6486
5200 -16.343
5400 -16.3478
5600 -16.2476
5800 -15.1495
6000 -16.7053
6200 -16.406
6400 -15.4345
6600 -15.8023
6800 -16.0793
7000 -14.2028
7200 -16.0101
7400 -17.2084
7600 -14.5715
7800 -17.5423
8000 -14.5909
8200 -15.8029
8400 -15.4566
8600 -15.2399
8800 -15.149
9000 -15.2177
9200 -15.8696
9400 -16.6266
9600 -15.1586
9800 -15.9341
10000 -16.4007
10200 -16.6192
10400 -16.776
10600 -15.491
10800 -16.7734
11000 -16.1496
11200 -16.1979
11400 -16.2598
11600 -17.2096
11800 -16.1011
12000 -15.439
12200 -16.3398
12400 -16.1555
12600 -18.0349
12800 -16.0202
13000 -16.4035
13200 -15.9833
13400 -17.2014
13600 -15.6252
13800 -16.1924
14000 -16.485
14200 -16.4274
14400 -15.9531
14600 -16.0799
14800 -15.422
15000 -14.6113
15200 -15.2752
15400 -17.9136
15600 -16.9063
15800 -16.8112
16000 -13.9485
16200 -14.9536
16400 -15.4846
16600 -15.3872
16800 -15.5692
17000 -16.4326
17200 -15.7478
17400 -16.1525
17600 -17.0483
17800 -15.0838
18000 -15.8227
18200 -16.3348
18400 -16.2261
18600 -15.3519
18800 -15.8571
19000 -16.2579
19200 -15.9472
19400 -16.2667
19600 -15.4179
19800 -15.5836
20000 -15.9521
