# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0326031
200 0.0326031
400 0.0326031
600 0.0326031
800 0.0326031
1000 0.0326031
1200 0.0326031
1400 0.0326031
1600 0.0326031
1800 0.0326031
2000 0.0326031
2200 0.0326031
2400 0.0326031
2600 0.0326031
2800 0.0326031
3000 0.0326031
3200 0.0326031
3400 0.0326031
3600 0.0326031
3800 0.0326031
4000 0.0326031
4200 0.0326031
4400 0.0326031
4600 0.0326031
4800 0.0326031
5000 0.0326031
5200 0.0326031
5400 0.0326031
5600 0.0326031
5800 0.0326031
6000 0.0326031
6200 0.0326031
6400 0.0326031
6600 0.0326031
6800 0.0326031
7000 0.0326031
7200 0.0326031
7400 0.0326031
7600 0.0326031
7800 0.0326031
8000 0.0326031
8200 0.0326031
8400 0.0326031
8600 0.0326031
8800 0.0326031
9000 0.0326031
9200 0.0326031
9400 0.0326031
9600 0.0326031
9800 0.0326031
10000 0.0326031
10200 0.0326031
10400 0.0326031
10600 0.0326031
10800 0.0326031
11000 0.0326031
11200 0.0326031
11400 0.0326031
11600 0.0326031
11800 0.0326031
12000 0.0326031
12200 0.0326031
12400 0.0326031
12600 0.0326031
12800 0.0326031
13000 0.0326031
13200 0.0326031
13400 0.0326031
13600 0.0326031
13800 0.0326031
14000 0.0326031
14200 0.0326031
14400 0.0326031
14600 0.0326031
14800 0.0326031
15000 0.0326031
15200 0.0326031
15400 0.0326031
15600 0.0326031
15800 0.0326031
16000 0.0326031
16200 0.0326031
16400 0.0326031
16600 0.0326031
16800 0.0326031
17000 0.0326031
17200 0.0326031
17400 0.0326031
17600 0.0326031
17800 0.0326031
18000 0.0326031
18200 0.0326031
18400 0.0326031
18600 0.0326031
18800 0.0326031
19000 0.0326031
19200 0.0326031
19400 0.0326031
19600 0.0326031
19800 0.0326031
20000 0.0326031
