# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -6.23049
200 -2.59112
400 -1.79653
600 -1.5367
800 -1.38972
1000 -1.58335
1200 -1.40503
1400 -0.823999
1600 -0.615037
1800 -0.784301
2000 -0.786893
2200 -0.974778
2400 -1.24664
2600 -1.50947
2800 -1.82348
3000 -1.46762
3200 -0.92038
3400 -1.53988
3600 -1.16208
3800 -1.40742
4000 -1.13732
4200 -1.17269
4400 -1.36545
4600 -1.3649
4800 -1.72109
5000 -0.908365
5200 -1.5603
5400 -1.62761
5600 -1.2493
5800 -1.00382
6000 -1.40573
6200 -1.57038
6400 -1.14098
6600 -0.844263
6800 -0.957095
7000 -0.41076
7200 -1.11523
7400 -1.3916
7600 -1.07657
7800 -1.79594
8000 -1.23093
8200 -0.83581
8400 -0.891161
8600 -0.316896
8800 -0.759284
9000 -0.843247
9200 -1.33649
9400 -1.39476
9600 -1.14658
9800 -1.36266
10000 -1.50873
10200 -1.66685
10400 -1.66112
10600 -1.18809
10800 -1.16909
11000 -1.51684
11200 -1.06962
11400 -1.55656
11600 -1.68097
11800 -1.34393
12000 -1.35247
12200 -0.994126
12400 -1.28275
12600 -1.6414
12800 -1.58234
13000 -2.18317
13200 -1.75048
13400 -1.61287
13600 -1.09897
13800 -1.11568
14000 -0.988467
14200 -1.25315
14400 -1.09019
14600 -0.872968
14800 -1.27383
15000 -0.963992
15200 -1.30286
15400 -1.50181
15600 -1.93587
15800 -1.8429
16000 -0.993733
16200 -0.798559
16400 -1.05035
16600 -0.683998
16800 -1.3335
17000 -1.36919
17200 -1.13574
17400 -1.94643
17600 -1.5238
17800 -1.50118
18000 -1.33514
18200 -1.56216
18400 -1.11776
18600 -1.01264
18800 -1.42848
19000 -0.769514
19200 -0.946
19400 -1.26006
19600 -1.02365
19800 -0.961004
20000 -1.20932
