# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -226.411
200 387.422
400 478.525
600 376.044
800 146.525
1000 79.4876
1200 377.116
1400 344.771
1600 337.162
1800 365.881
2000 472.53
2200 245.476
2400 340.505
2600 330.348
2800 328.924
3000 255.455
3200 486.49
3400 189.634
3600 384.77
3800 358.938
4000 394.141
4200 248.625
4400 244.022
4600 447.502
4800 175.488
5000 434.117
5200 297.641
5400 342.398
5600 420.467
5800 461.624
6000 141.49
6200 231.236
6400 418.451
6600 403.442
6800 249.044
7000 642.419
7200 390.168
7400 168.72
7600 494.324
7800 275.97
8000 534.013
8200 305.026
8400 449.169
8600 396.537
8800 492.894
9000 354.634
9200 286.466
9400 245.499
9600 411.745
9800 340.995
10000 403.012
10200 220.52
10400 257.88
10600 320.551
10800 144.354
11000 229.137
11200 414.661
11400 342.585
11600 182.784
11800 334.668
12000 495.795
12200 304.651
12400 268.665
12600 21.6198
12800 303.372
13000 468.219
13200 242.047
13400 232.46
13600 390.513
13800 225.372
14000 267.155
14200 346.488
14400 363.134
14600 294.526
14800 442.787
15000 515.329
15200 357.398
15400 30.7087
15600 288.186
15800 233.991
16000 579.527
16200 492.165
16400 477.909
16600 462.3
16800 416.913
17000 236.933
17200 387.171
17400 389.031
17600 282.933
17800 348.547
18000 347.42
18200 314.65
18400 299.046
18600 527.165
18800 305.97
19000 293.681
19200 254.98
19400 352.252
19600 514.466
19800 308.767
20000 443.076
