# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.29
400 14.4222
600 13.8561
800 15.2776
1000 15.8209
1200 14.4289
1400 14.6431
1600 15.0635
1800 14.77
2000 14.3923
2200 15.6755
2400 14.9005
2600 14.2281
2800 14.0595
3000 15.1246
3200 14.9172
3400 15.2361
3600 14.4287
3800 14.1583
4000 14.1012
4200 15.0964
4400 15.0618
4600 14.7217
4800 15.1413
5000 13.7402
5200 14.7827
5400 14.7202
5600 14.9983
5800 14.1457
6000 15.2995
6200 14.8356
6400 14.2935
6600 14.958
6800 15.1222
7000 13.7921
7200 14.8949
7400 15.8168
7600 13.4949
7800 15.7463
8000 13.36
8200 14.9671
8400 14.5655
8600 14.923
8800 14.3898
9000 14.3745
9200 14.5331
9400 15.2318
9600 14.012
9800 14.5715
10000 14.892
10200 14.9524
10400 15.1149
10600 14.3029
10800 15.6043
11000 14.6328
11200 15.1283
11400 14.7032
11600 15.5286
11800 14.7572
12000 14.0865
12200 15.3456
12400 14.8728
12600 16.3935
12800 14.4379
13000 14.2204
13200 14.2328
13400 15.5886
13600 14.5262
13800 15.0767
14000 15.4965
14200 15.1743
14400 14.8629
14600 15.2069
14800 14.1482
15000 13.6474
15200 13.9723
15400 16.4118
15600 14.9705
15800 14.9683
16000 12.9547
16200 14.155
16400 14.4342
16600 14.7032
16800 14.2357
17000 15.0634
17200 14.6121
17400 14.2061
17600 15.5245
17800 13.5826
18000 14.4875
18200 14.7726
18400 15.1084
18600 14.3393
18800 14.4286
19000 15.4884
19200 15.0012
19400 15.0067
19600 14.3943
19800 14.6226
20000 14.7428
