# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 92.2418
400 103.51
600 103.454
800 98.3371
1000 101.701
1200 96.4431
1400 102.151
1600 93.1437
1800 102.131
2000 99.4358
2200 101.644
2400 98.0448
2600 95.3857
2800 100.04
3000 102.321
3200 104.535
3400 102.107
3600 102.597
3800 99.9407
4000 97.3899
4200 98.8007
4400 91.398
4600 101.725
4800 99.999
5000 97.7666
5200 102.345
5400 98.5831
5600 94.2923
5800 99.5788
6000 101.097
6200 100.716
6400 98.1564
6600 101.23
6800 101.96
7000 101.492
7200 98.5902
7400 106.028
7600 98.8995
7800 105.723
8000 103.505
8200 100.765
8400 99.7977
8600 102.212
8800 103.539
9000 103.084
9200 101.582
9400 103.063
9600 98.768
9800 99.3885
10000 100.59
10200 102.72
10400 103.626
10600 102.138
10800 97.896
11000 102.697
11200 105.252
11400 95.1662
11600 95.3315
11800 98.3066
12000 100.259
12200 100.845
12400 101.104
12600 98.8027
12800 101.433
13000 97.1215
13200 99.6729
13400 102.633
13600 97.1709
13800 101.389
14000 105.498
14200 99.7724
14400 96.6794
14600 99.4407
14800 102.717
15000 101.418
15200 98.6916
15400 102.488
15600 100.095
15800 96.7078
16000 101.126
16200 102.173
16400 98.5415
16600 106.463
16800 100.32
17000 103.059
17200 99.6277
17400 98.3344
17600 103.769
17800 96.9657
18000 103.268
18200 102.139
18400 101.905
18600 95.3942
18800 99.7153
19000 102.399
19200 96.9216
19400 100.51
19600 104.793
19800 99.3934
20000 101.149
