# Time-averaged data for fix myat6
# TimeStep v_pressure
0 49.2938
200 61.1576
400 31.8262
600 54.3789
800 99.878
1000 94.951
1200 113.618
1400 78.522
1600 154.365
1800 64.9039
2000 85.8847
2200 66.0444
2400 107.422
2600 149.56
2800 106.476
3000 83.3935
3200 49.7553
3400 56.5582
3600 127.211
3800 67.0559
4000 92.2365
4200 70.9653
4400 173.683
4600 94.4729
4800 91.2891
5000 119.39
5200 105.891
5400 126.723
5600 174.151
5800 98.4869
6000 76.7384
6200 65.5749
6400 101.273
6600 76.0529
6800 79.7414
7000 122.41
7200 99.8652
7400 69.7421
7600 65.2991
7800 75.7873
8000 63.1601
8200 78.0212
8400 90.2821
8600 80.0091
8800 55.7343
9000 78.222
9200 67.8377
9400 53.8843
9600 93.0758
9800 110.007
10000 67.9486
10200 81.5527
10400 63.2532
10600 113.654
10800 65.9583
11000 48.5022
11200 70.036
11400 101.302
11600 140.2
11800 133.641
12000 99.0259
12200 85.6987
12400 55.6584
12600 130.639
12800 65.2873
13000 136.919
13200 72.3168
13400 97.7031
13600 97.0012
13800 77.0724
14000 86.2258
14200 70.9531
14400 132.514
14600 99.5872
14800 61.8796
15000 100.572
15200 89.321
15400 55.106
15600 83.5103
15800 135.174
16000 104.798
16200 80.3953
16400 80.654
16600 64.655
16800 93.3787
17000 104.114
17200 105.957
17400 72.5509
17600 45.8887
17800 97.6281
18000 66.5217
18200 66.6456
18400 84.0219
18600 124.172
18800 134.908
19000 67.5829
19200 129.164
19400 69.5921
19600 31.8722
19800 73.5254
20000 49.156
