# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -11.2387
200 -7.31122
400 -7.31894
600 -7.70342
800 -6.08411
1000 -6.42077
1200 -5.70476
1400 -6.84831
1600 -5.5389
1800 -6.85729
2000 -6.21502
2200 -6.24751
2400 -5.78564
2600 -5.40902
2800 -5.6056
3000 -6.57699
3200 -7.17084
3400 -6.7527
3600 -7.32336
3800 -6.88871
4000 -6.35739
4200 -5.78945
4400 -4.75053
4600 -6.60704
4800 -6.51769
5000 -6.1964
5200 -6.74865
5400 -6.40219
5600 -6.291
5800 -6.64632
6000 -6.43454
6200 -6.13107
6400 -5.66789
6600 -5.84397
6800 -5.9715
7000 -5.94028
7200 -5.64284
7400 -6.89694
7600 -6.38841
7800 -6.96318
8000 -6.85451
8200 -6.55001
8400 -6.10055
8600 -6.11317
8800 -6.3233
9000 -6.88401
9200 -7.0135
9400 -7.36547
9600 -6.90158
9800 -6.45975
10000 -6.49959
10200 -7.39015
10400 -7.92359
10600 -8.06265
10800 -7.56688
11000 -7.81163
11200 -8.35303
11400 -6.26894
11600 -5.87257
11800 -6.54254
12000 -6.48284
12200 -6.4091
12400 -6.52378
12600 -6.21701
12800 -6.73628
13000 -5.69909
13200 -6.30241
13400 -6.75638
13600 -6.11943
13800 -6.47371
14000 -7.17999
14200 -6.31346
14400 -6.06752
14600 -6.35064
14800 -6.96625
15000 -7.41145
15200 -6.85576
15400 -7.87279
15600 -6.8874
15800 -6.21433
16000 -7.19061
16200 -7.07181
16400 -5.92225
16600 -7.16625
16800 -6.43203
17000 -7.05192
17200 -6.50174
17400 -6.03619
17600 -6.8132
17800 -5.99399
18000 -7.06975
18200 -6.94523
18400 -6.73343
18600 -5.76028
18800 -6.2648
19000 -6.73476
19200 -5.84682
19400 -6.52725
19600 -6.84767
19800 -6.3236
20000 -6.31701
