# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0129155
200 0.0129155
400 0.0129155
600 0.0129155
800 0.0129155
1000 0.0129155
1200 0.0129155
1400 0.0129155
1600 0.0129155
1800 0.0129155
2000 0.0129155
2200 0.0129155
2400 0.0129155
2600 0.0129155
2800 0.0129155
3000 0.0129155
3200 0.0129155
3400 0.0129155
3600 0.0129155
3800 0.0129155
4000 0.0129155
4200 0.0129155
4400 0.0129155
4600 0.0129155
4800 0.0129155
5000 0.0129155
5200 0.0129155
5400 0.0129155
5600 0.0129155
5800 0.0129155
6000 0.0129155
6200 0.0129155
6400 0.0129155
6600 0.0129155
6800 0.0129155
7000 0.0129155
7200 0.0129155
7400 0.0129155
7600 0.0129155
7800 0.0129155
8000 0.0129155
8200 0.0129155
8400 0.0129155
8600 0.0129155
8800 0.0129155
9000 0.0129155
9200 0.0129155
9400 0.0129155
9600 0.0129155
9800 0.0129155
10000 0.0129155
10200 0.0129155
10400 0.0129155
10600 0.0129155
10800 0.0129155
11000 0.0129155
11200 0.0129155
11400 0.0129155
11600 0.0129155
11800 0.0129155
12000 0.0129155
12200 0.0129155
12400 0.0129155
12600 0.0129155
12800 0.0129155
13000 0.0129155
13200 0.0129155
13400 0.0129155
13600 0.0129155
13800 0.0129155
14000 0.0129155
14200 0.0129155
14400 0.0129155
14600 0.0129155
14800 0.0129155
15000 0.0129155
15200 0.0129155
15400 0.0129155
15600 0.0129155
15800 0.0129155
16000 0.0129155
16200 0.0129155
16400 0.0129155
16600 0.0129155
16800 0.0129155
17000 0.0129155
17200 0.0129155
17400 0.0129155
17600 0.0129155
17800 0.0129155
18000 0.0129155
18200 0.0129155
18400 0.0129155
18600 0.0129155
18800 0.0129155
19000 0.0129155
19200 0.0129155
19400 0.0129155
19600 0.0129155
19800 0.0129155
20000 0.0129155
