# Time-averaged data for fix myat3
# TimeStep v_Etot
0 3.46129
200 6.16159
400 7.79967
600 7.40701
800 8.27898
1000 8.43362
1200 8.3817
1400 8.07187
1600 8.06564
1800 8.05997
2000 8.30854
2200 8.59852
2400 8.53475
2600 8.52299
2800 9.00628
3000 8.36804
3200 8.09755
3400 8.16102
3600 7.66188
3800 7.70859
4000 7.86735
4200 8.64136
4400 8.59903
4600 8.25093
4800 8.08813
5000 8.08335
5200 8.19976
5400 7.99683
5600 7.48131
5800 7.89813
6000 8.33161
6200 8.57954
6400 8.66881
6600 8.94167
6800 8.9208
7000 8.88357
7200 8.75722
7400 8.58953
7600 8.05682
7800 8.47869
8000 8.26345
8200 8.16772
8400 8.47587
8600 8.81591
8800 8.79959
9000 8.17238
9200 7.8235
9400 7.68785
9600 7.52444
9800 8.0569
10000 8.1925
10200 7.61311
10400 7.21204
10600 6.85564
10800 6.73177
11000 7.18823
11200 7.02002
11400 7.63101
11600 8.05152
11800 7.8161
12000 8.16089
12200 8.32032
12400 8.24345
12600 8.21409
12800 8.07905
13000 8.48645
13200 8.25579
13400 8.23418
13600 8.07332
13800 8.33521
14000 8.22903
14200 8.25927
14400 8.05345
14600 8.17364
14800 8.03653
15000 7.40168
15200 7.55911
15400 7.09651
15600 7.73248
15800 7.91078
16000 7.57984
16200 7.85149
16400 8.4707
16600 8.38368
16800 8.22074
17000 8.0008
17200 8.04984
17400 8.3265
17600 8.34327
17800 8.16879
18000 8.01356
18200 7.97321
18400 8.15076
18600 8.17297
18800 8.29958
19000 8.22161
19200 8.30951
19400 8.15318
19600 8.45833
19800 8.19377
20000 8.45676
