# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.4728
400 15.1186
600 15.1104
800 14.3631
1000 14.8544
1200 14.0865
1400 14.9202
1600 13.6045
1800 14.9173
2000 14.5236
2200 14.846
2400 14.3204
2600 13.932
2800 14.6119
3000 14.945
3200 15.2684
3400 14.9137
3600 14.9852
3800 14.5973
4000 14.2247
4200 14.4308
4400 13.3496
4600 14.858
4800 14.6058
5000 14.2798
5200 14.9484
5400 14.399
5600 13.7723
5800 14.5444
6000 14.7662
6200 14.7106
6400 14.3367
6600 14.7856
6800 14.8923
7000 14.8239
7200 14.4001
7400 15.4865
7600 14.4452
7800 15.4419
8000 15.118
8200 14.7177
8400 14.5764
8600 14.9291
8800 15.1229
9000 15.0564
9200 14.837
9400 15.0533
9600 14.426
9800 14.5167
10000 14.6921
10200 15.0033
10400 15.1356
10600 14.9183
10800 14.2987
11000 14.9999
11200 15.3731
11400 13.9
11600 13.9241
11800 14.3586
12000 14.6437
12200 14.7294
12400 14.7672
12600 14.4311
12800 14.8153
13000 14.1855
13200 14.5582
13400 14.9906
13600 14.1927
13800 14.8089
14000 15.409
14200 14.5727
14400 14.121
14600 14.5243
14800 15.0028
15000 14.8131
15200 14.4149
15400 14.9693
15600 14.6199
15800 14.1251
16000 14.7705
16200 14.9233
16400 14.3929
16600 15.5499
16800 14.6528
17000 15.0527
17200 14.5516
17400 14.3627
17600 15.1565
17800 14.1628
18000 15.0833
18200 14.9184
18400 14.8842
18600 13.9333
18800 14.5644
19000 14.9564
19200 14.1563
19400 14.6804
19600 15.306
19800 14.5174
20000 14.7738
