# Time-averaged data for fix myat8
# TimeStep v_volume
0 6428.63
200 6428.63
400 6428.63
600 6428.63
800 6428.63
1000 6428.63
1200 6428.63
1400 6428.63
1600 6428.63
1800 6428.63
2000 6428.63
2200 6428.63
2400 6428.63
2600 6428.63
2800 6428.63
3000 6428.63
3200 6428.63
3400 6428.63
3600 6428.63
3800 6428.63
4000 6428.63
4200 6428.63
4400 6428.63
4600 6428.63
4800 6428.63
5000 6428.63
5200 6428.63
5400 6428.63
5600 6428.63
5800 6428.63
6000 6428.63
6200 6428.63
6400 6428.63
6600 6428.63
6800 6428.63
7000 6428.63
7200 6428.63
7400 6428.63
7600 6428.63
7800 6428.63
8000 6428.63
8200 6428.63
8400 6428.63
8600 6428.63
8800 6428.63
9000 6428.63
9200 6428.63
9400 6428.63
9600 6428.63
9800 6428.63
10000 6428.63
10200 6428.63
10400 6428.63
10600 6428.63
10800 6428.63
11000 6428.63
11200 6428.63
11400 6428.63
11600 6428.63
11800 6428.63
12000 6428.63
12200 6428.63
12400 6428.63
12600 6428.63
12800 6428.63
13000 6428.63
13200 6428.63
13400 6428.63
13600 6428.63
13800 6428.63
14000 6428.63
14200 6428.63
14400 6428.63
14600 6428.63
14800 6428.63
15000 6428.63
15200 6428.63
15400 6428.63
15600 6428.63
15800 6428.63
16000 6428.63
16200 6428.63
16400 6428.63
16600 6428.63
16800 6428.63
17000 6428.63
17200 6428.63
17400 6428.63
17600 6428.63
17800 6428.63
18000 6428.63
18200 6428.63
18400 6428.63
18600 6428.63
18800 6428.63
19000 6428.63
19200 6428.63
19400 6428.63
19600 6428.63
19800 6428.63
20000 6428.63
