# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 95.3027
400 92.5728
600 101.752
800 97.2365
1000 98.5153
1200 105.264
1400 114.381
1600 105.327
1800 94.286
2000 93.5442
2200 111.3
2400 103.093
2600 93.0982
2800 104.249
3000 97.7374
3200 101.252
3400 102.211
3600 96.8018
3800 103.059
4000 104.214
4200 92.6786
4400 100.282
4600 113.001
4800 100.029
5000 99.1867
5200 106.87
5400 96.3451
5600 107.691
5800 103.27
6000 101.268
6200 106.396
6400 109.956
6600 92.4936
6800 83.7891
7000 103.506
7200 99.5036
7400 106.269
7600 99.0022
7800 98.3316
8000 102.197
8200 104.113
8400 107.592
8600 101.446
8800 99.7034
9000 107.686
9200 93.6038
9400 98.9264
9600 104.05
9800 93.1918
10000 97.8239
10200 91.5684
10400 107.682
10600 91.1369
10800 106.896
11000 104.277
11200 95.3434
11400 108.8
11600 93.4964
11800 105.6
12000 106.43
12200 97.7659
12400 101.588
12600 94.5985
12800 99.788
13000 113.053
13200 97.7
13400 95.528
13600 103.718
13800 94.6308
14000 98.9702
14200 99.3492
14400 101.431
14600 102.972
14800 102.016
15000 92.3102
15200 103.339
15400 92.7039
15600 100.862
15800 99.801
16000 103.767
16200 89.6055
16400 109.381
16600 104.123
16800 103.437
17000 105.795
17200 106.82
17400 92.971
17600 99.1448
17800 98.1154
18000 95.5478
18200 103.447
18400 99.774
18600 101.64
18800 98.0591
19000 90.052
19200 102.875
19400 106.412
19600 107.695
19800 102.58
20000 104.335
