# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.9199
400 13.5212
600 14.8618
800 14.2023
1000 14.3891
1200 15.3749
1400 16.7065
1600 15.3841
1800 13.7714
2000 13.663
2200 16.2564
2400 15.0577
2600 13.5979
2800 15.2265
3000 14.2755
3200 14.7888
3400 14.9289
3600 14.1388
3800 15.0528
4000 15.2215
4200 13.5366
4400 14.6472
4600 16.5048
4800 14.6102
5000 14.4872
5200 15.6094
5400 14.0721
5600 15.7293
5800 15.0836
6000 14.7911
6200 15.5401
6400 16.0601
6600 13.5096
6800 12.2382
7000 15.118
7200 14.5335
7400 15.5216
7600 14.4602
7800 14.3623
8000 14.9268
8200 15.2066
8400 15.7149
8600 14.8172
8800 14.5627
9000 15.7287
9200 13.6717
9400 14.4492
9600 15.1976
9800 13.6116
10000 14.2881
10200 13.3745
10400 15.7279
10600 13.3114
10800 15.6132
11000 15.2306
11200 13.9258
11400 15.8913
11600 13.6561
11800 15.424
12000 15.5452
12200 14.2797
12400 14.8379
12600 13.817
12800 14.575
13000 16.5124
13200 14.27
13400 13.9528
13600 15.1491
13800 13.8217
14000 14.4556
14200 14.5109
14400 14.8149
14600 15.0401
14800 14.9005
15000 13.4828
15200 15.0936
15400 13.5403
15600 14.7318
15800 14.5769
16000 15.1561
16200 13.0878
16400 15.9762
16600 15.2081
16800 15.108
17000 15.4525
17200 15.6021
17400 13.5793
17600 14.4811
17800 14.3307
18000 13.9557
18200 15.1094
18400 14.573
18600 14.8454
18800 14.3225
19000 13.153
19200 15.0259
19400 15.5425
19600 15.7298
19800 14.9828
20000 15.2391
