# Time-averaged data for fix myat9
# TimeStep v_density
0 0.014147
200 0.014147
400 0.014147
600 0.014147
800 0.014147
1000 0.014147
1200 0.014147
1400 0.014147
1600 0.014147
1800 0.014147
2000 0.014147
2200 0.014147
2400 0.014147
2600 0.014147
2800 0.014147
3000 0.014147
3200 0.014147
3400 0.014147
3600 0.014147
3800 0.014147
4000 0.014147
4200 0.014147
4400 0.014147
4600 0.014147
4800 0.014147
5000 0.014147
5200 0.014147
5400 0.014147
5600 0.014147
5800 0.014147
6000 0.014147
6200 0.014147
6400 0.014147
6600 0.014147
6800 0.014147
7000 0.014147
7200 0.014147
7400 0.014147
7600 0.014147
7800 0.014147
8000 0.014147
8200 0.014147
8400 0.014147
8600 0.014147
8800 0.014147
9000 0.014147
9200 0.014147
9400 0.014147
9600 0.014147
9800 0.014147
10000 0.014147
10200 0.014147
10400 0.014147
10600 0.014147
10800 0.014147
11000 0.014147
11200 0.014147
11400 0.014147
11600 0.014147
11800 0.014147
12000 0.014147
12200 0.014147
12400 0.014147
12600 0.014147
12800 0.014147
13000 0.014147
13200 0.014147
13400 0.014147
13600 0.014147
13800 0.014147
14000 0.014147
14200 0.014147
14400 0.014147
14600 0.014147
14800 0.014147
15000 0.014147
15200 0.014147
15400 0.014147
15600 0.014147
15800 0.014147
16000 0.014147
16200 0.014147
16400 0.014147
16600 0.014147
16800 0.014147
17000 0.014147
17200 0.014147
17400 0.014147
17600 0.014147
17800 0.014147
18000 0.014147
18200 0.014147
18400 0.014147
18600 0.014147
18800 0.014147
19000 0.014147
19200 0.014147
19400 0.014147
19600 0.014147
19800 0.014147
20000 0.014147
