# Time-averaged data for fix myat6
# TimeStep v_pressure
0 50.6517
200 40.8088
400 41.5163
600 68.4526
800 156.146
1000 113.075
1200 40.5052
1400 61.3122
1600 69.2087
1800 99.0195
2000 70.4857
2200 86.2506
2400 94.0882
2600 59.3731
2800 108.949
3000 159.491
3200 100.347
3400 42.0736
3600 82.4351
3800 92.2411
4000 231.349
4200 195.924
4400 83.6479
4600 178.63
4800 171.008
5000 65.7376
5200 82.6413
5400 144.607
5600 46.4557
5800 125.924
6000 97.6023
6200 88.1984
6400 91.659
6600 123.814
6800 104.2
7000 82.9315
7200 87.4124
7400 89.8907
7600 74.7754
7800 131.692
8000 113.164
8200 62.6868
8400 80.601
8600 89.8124
8800 104.286
9000 145.569
9200 63.857
9400 70.4135
9600 76.9905
9800 80.9807
10000 80.9525
10200 132.268
10400 105.294
10600 96.166
10800 125.588
11000 92.1635
11200 87.5097
11400 58.9953
11600 71.2334
11800 83.1011
12000 108.89
12200 49.7481
12400 83.9302
12600 82.743
12800 67.6691
13000 91.6323
13200 110.469
13400 114.83
13600 66.1526
13800 88.5851
14000 92.1121
14200 123.777
14400 79.9557
14600 87.8321
14800 97.3842
15000 121.351
15200 72.502
15400 109.735
15600 90.113
15800 103.206
16000 148.237
16200 124.63
16400 73.884
16600 60.2864
16800 126.343
17000 98.2266
17200 133.001
17400 102.591
17600 130.627
17800 76.0389
18000 86.1973
18200 66.0932
18400 85.1577
18600 117.591
18800 59.7532
19000 98.2803
19200 71.4674
19400 75.311
19600 119.704
19800 96.7758
20000 84.6218
