# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.5802
400 14.974
600 14.4385
800 13.9076
1000 14.5408
1200 14.8554
1400 15.0879
1600 14.9981
1800 14.6246
2000 14.9305
2200 14.3905
2400 14.6989
2600 14.8254
2800 14.6118
3000 14.3104
3200 14.9674
3400 15.112
3600 15.1153
3800 14.2343
4000 13.389
4200 13.3998
4400 15.0011
4600 14.238
4800 13.4004
5000 15.2112
5200 14.6984
5400 15.0225
5600 14.9677
5800 14.9184
6000 14.7484
6200 14.4085
6400 14.8366
6600 15.3084
6800 14.9978
7000 14.8554
7200 15.3421
7400 14.8507
7600 14.775
7800 14.7473
8000 14.8903
8200 14.5463
8400 14.5638
8600 15.118
8800 15.2292
9000 14.5932
9200 14.5393
9400 14.2716
9600 14.7781
9800 14.5153
10000 15.3717
10200 14.0982
10400 15.1066
10600 14.4349
10800 14.5007
11000 15.5281
11200 14.6915
11400 15.074
11600 14.7322
11800 15.1488
12000 14.7112
12200 14.5525
12400 14.6367
12600 14.9609
12800 14.6999
13000 14.8054
13200 14.528
13400 14.8896
13600 14.5969
13800 14.6274
14000 15.1255
14200 15.2225
14400 14.7466
14600 14.6196
14800 14.9407
15000 14.1816
15200 14.9506
15400 14.1281
15600 15.023
15800 14.7236
16000 14.2019
16200 14.4837
16400 14.4923
16600 15.278
16800 14.7977
17000 14.5929
17200 15.0416
17400 14.5864
17600 14.1153
17800 14.6685
18000 14.5502
18200 15.1581
18400 14.9584
18600 14.4842
18800 14.3895
19000 15.0952
19200 14.7036
19400 14.8467
19600 14.6882
19800 14.1739
20000 15.0878
