# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 92.9771
400 102.52
600 98.8532
800 95.2189
1000 99.5535
1200 101.707
1400 103.3
1600 102.685
1800 100.128
2000 102.222
2200 98.5246
2400 100.636
2600 101.502
2800 100.04
3000 97.9763
3200 102.475
3400 103.464
3600 103.487
3800 97.455
4000 91.6679
4200 91.7419
4400 102.705
4600 97.4805
4800 91.7463
5000 104.144
5200 100.633
5400 102.852
5600 102.476
5800 102.139
6000 100.975
6200 98.6481
6400 101.579
6600 104.81
6800 102.682
7000 101.708
7200 105.04
7400 101.675
7600 101.157
7800 100.968
8000 101.946
8200 99.5914
8400 99.7111
8600 103.505
8800 104.267
9000 99.9128
9200 99.5433
9400 97.7104
9600 101.178
9800 99.379
10000 105.242
10200 96.5239
10400 103.427
10600 98.8288
10800 99.2795
11000 106.314
11200 100.585
11400 103.204
11600 100.864
11800 103.716
12000 100.72
12200 99.6342
12400 100.21
12600 102.43
12800 100.643
13000 101.366
13200 99.4663
13400 101.942
13600 99.9379
13800 100.147
14000 103.557
14200 104.221
14400 100.963
14600 100.093
14800 102.292
15000 97.0948
15200 102.36
15400 96.7285
15600 102.855
15800 100.806
16000 97.2337
16200 99.1626
16400 99.2219
16600 104.601
16800 101.313
17000 99.9102
17200 102.983
17400 99.866
17600 96.6406
17800 100.428
18000 99.6181
18200 103.78
18400 102.413
18600 99.1662
18800 98.5183
19000 103.349
19200 100.668
19400 101.648
19600 100.563
19800 97.0415
20000 103.299
