# Time-averaged data for fix myat6
# TimeStep v_pressure
0 26.0661
200 141.479
400 186.555
600 203.367
800 104.419
1000 122.958
1200 89.7326
1400 152.192
1600 133.36
1800 186.444
2000 105.532
2200 141.263
2400 119.162
2600 265.225
2800 -10.4717
3000 137.159
3200 193.943
3400 102.594
3600 41.0107
3800 274.283
4000 73.9242
4200 123.427
4400 162.878
4600 182.176
4800 194.181
5000 74.3998
5200 279.826
5400 90.6946
5600 32.469
5800 210.478
6000 32.1505
6200 101.589
6400 192.182
6600 162.295
6800 194.504
7000 161.02
7200 82.4251
7400 134.315
7600 125.868
7800 61.5809
8000 239.757
8200 106.963
8400 94.1651
8600 58.5617
8800 255.748
9000 89.8966
9200 148.5
9400 248.892
9600 82.9635
9800 261.626
10000 157.159
10200 121.079
10400 85.8329
10600 135.533
10800 72.3322
11000 168.41
11200 137.896
11400 135.542
11600 250.397
11800 195.177
12000 67.0799
12200 108.815
12400 90.6214
12600 165.37
12800 265.954
13000 149.955
13200 222.195
13400 83.1263
13600 100.232
13800 176.987
14000 143.665
14200 118.105
14400 156.368
14600 162.973
14800 81.282
15000 185.666
15200 160.746
15400 135.405
15600 211.292
15800 187.292
16000 131.387
16200 124.982
16400 170.902
16600 194.318
16800 146.249
17000 127.724
17200 135.634
17400 192.734
17600 189.223
17800 143.176
18000 156.774
18200 166.858
18400 93.4706
18600 149.311
18800 108.116
19000 147.711
19200 135.478
19400 179.743
19600 98.9074
19800 117.551
20000 133.456
