# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 12.9517
400 14.1994
600 14.2815
800 14.8022
1000 14.9995
1200 15.1731
1400 14.8468
1600 14.5792
1800 14.1222
2000 15.1156
2200 15.2115
2400 14.8328
2600 13.7972
2800 15.4866
3000 14.752
3200 14.9209
3400 14.6931
3600 14.8963
3800 13.5263
4000 14.9196
4200 14.5518
4400 14.5756
4600 14.9801
4800 14.0211
5000 14.9588
5200 13.4325
5400 15.4179
5600 15.3217
5800 13.7464
6000 15.1006
6200 14.7976
6400 14.7561
6600 14.0762
6800 14.3318
7000 14.1374
7200 15.0104
7400 15.0683
7600 14.5671
7800 14.3723
8000 14.5103
8200 14.295
8400 14.8457
8600 15.3797
8800 14.8019
9000 14.7384
9200 14.5944
9400 13.7565
9600 14.8868
9800 14.1131
10000 13.8571
10200 14.5325
10400 15.2158
10600 14.8736
10800 15.4177
11000 14.8671
11200 14.6405
11400 15.0198
11600 14.2028
11800 14.0022
12000 15.2096
12200 14.4579
12400 14.6401
12600 14.9169
12800 13.5513
13000 15.1383
13200 14.1848
13400 15.0277
13600 14.6375
13800 14.7583
14000 15.2112
14200 14.5783
14400 14.5507
14600 14.5132
14800 15.281
15000 13.882
15200 14.3454
15400 14.504
15600 14.4897
15800 13.8267
16000 14.9245
16200 14.8514
16400 14.5963
16600 13.9986
16800 14.336
17000 14.4891
17200 14.2814
17400 15.3918
17600 13.9964
17800 14.7027
18000 14.8902
18200 13.9786
18400 15.1131
18600 14.7566
18800 14.6267
19000 14.9989
19200 15.3871
19400 14.2966
19600 14.4092
19800 14.6247
20000 14.1005
