# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 88.6737
400 97.2161
600 97.7788
800 101.343
1000 102.695
1200 103.883
1400 101.649
1600 99.8164
1800 96.6877
2000 103.489
2200 104.146
2400 101.553
2600 94.4629
2800 106.029
3000 101
3200 102.156
3400 100.596
3600 101.987
3800 92.6081
4000 102.148
4200 99.6288
4400 99.7922
4600 102.562
4800 95.9959
5000 102.416
5200 91.9658
5400 105.559
5600 104.9
5800 94.1152
6000 103.386
6200 101.312
6400 101.028
6600 96.3726
6800 98.1231
7000 96.7919
7200 102.769
7400 103.165
7600 99.7337
7800 98.3999
8000 99.3453
8200 97.8708
8400 101.641
8600 105.297
8800 101.341
9000 100.907
9200 99.9206
9400 94.1838
9600 101.923
9800 96.6259
10000 94.8732
10200 99.4971
10400 104.175
10600 101.832
10800 105.557
11000 101.788
11200 100.236
11400 102.833
11600 97.2394
11800 95.8662
12000 104.133
12200 98.9862
12400 100.234
12600 102.129
12800 92.7795
13000 103.644
13200 97.1162
13400 102.888
13600 100.216
13800 101.043
14000 104.144
14200 99.8108
14400 99.6215
14600 99.3646
14800 104.622
15000 95.0436
15200 98.2157
15400 99.3017
15600 99.2041
15800 94.6648
16000 102.181
16200 101.681
16400 99.9339
16600 95.8418
16800 98.1514
17000 99.1995
17200 97.7777
17400 105.38
17600 95.8268
17800 100.662
18000 101.946
18200 95.705
18400 103.472
18600 101.031
18800 100.142
19000 102.69
19200 105.348
19400 97.8816
19600 98.6529
19800 100.128
20000 96.5392
