# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 14.1896
400 13.6034
600 15.2429
800 15.6599
1000 14.357
1200 14.117
1400 14.9984
1600 15.1996
1800 14.7855
2000 15.3309
2200 15.4163
2400 15.3897
2600 15.4957
2800 14.0969
3000 14.6529
3200 14.3487
3400 14.9251
3600 14.9343
3800 14.4746
4000 15.8062
4200 14.5912
4400 13.9099
4600 15.1513
4800 15.0894
5000 14.3879
5200 14.6373
5400 14.0293
5600 15.5822
5800 13.7844
6000 15.628
6200 15.3984
6400 14.3798
6600 14.1743
6800 15.2876
7000 15.2709
7200 13.8959
7400 14.1798
7600 14.7571
7800 15.008
8000 14.8415
8200 15.2962
8400 13.9152
8600 14.2098
8800 15.5745
9000 13.5488
9200 14.8159
9400 15.7147
9600 15.2545
9800 14.9668
10000 15.377
10200 14.4549
10400 16.013
10600 13.5955
10800 15.2297
11000 13.7375
11200 14.658
11400 13.7972
11600 13.1652
11800 15.4634
12000 15.2011
12200 14.4195
12400 12.7403
12600 15.2636
12800 15.0304
13000 16.1526
13200 14.2905
13400 14.1477
13600 15.7356
13800 14.9085
14000 15.2659
14200 14.4184
14400 15.1216
14600 15.1573
14800 14.347
15000 14.658
15200 14.1812
15400 14.3657
15600 14.6724
15800 13.216
16000 14.33
16200 15.3332
16400 15.2022
16600 14.5455
16800 13.6191
17000 14.448
17200 13.6828
17400 15.1653
17600 15.9271
17800 13.0197
18000 15.5569
18200 14.5788
18400 15.0403
18600 15.7006
18800 15.258
19000 15.8536
19200 14.2314
19400 13.9374
19600 14.7738
19800 14.4653
20000 16.578
