# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -7.03427
200 -4.31581
400 -4.4382
600 -4.03659
800 -4.75909
1000 -4.56283
1200 -3.58815
1400 -3.54407
1600 -3.70289
1800 -4.31993
2000 -3.68998
2200 -4.12052
2400 -4.49713
2600 -4.28983
2800 -3.96559
3000 -4.24949
3200 -4.0153
3400 -3.81654
3600 -4.60322
3800 -4.04045
4000 -4.52442
4200 -4.6157
4400 -4.25247
4600 -4.51063
4800 -4.7232
5000 -4.45857
5200 -3.943
5400 -3.89837
5600 -4.24666
5800 -3.86232
6000 -4.13907
6200 -3.97507
6400 -4.41615
6600 -4.39053
6800 -4.60257
7000 -4.69102
7200 -4.61529
7400 -4.04554
7600 -4.59253
7800 -4.36021
8000 -4.18519
8200 -4.28464
8400 -4.00286
8600 -3.94222
8800 -4.12898
9000 -3.87332
9200 -4.31689
9400 -3.88294
9600 -3.66451
9800 -4.27527
10000 -3.93658
10200 -3.76465
10400 -4.00638
10600 -4.24796
10800 -4.02353
11000 -4.29411
11200 -4.30691
11400 -4.37648
11600 -3.51974
11800 -4.13549
12000 -4.46567
12200 -4.31848
12400 -3.83955
12600 -4.35614
12800 -4.19446
13000 -4.28748
13200 -4.07186
13400 -3.97713
13600 -4.4943
13800 -5.36338
14000 -4.20063
14200 -3.96812
14400 -3.85804
14600 -4.64823
14800 -4.66532
15000 -4.17916
15200 -3.8923
15400 -3.61336
15600 -4.06692
15800 -4.13351
16000 -3.97266
16200 -3.86162
16400 -3.62434
16600 -4.09531
16800 -4.64166
17000 -4.28436
17200 -4.37393
17400 -3.88335
17600 -3.82624
17800 -3.46736
18000 -4.31825
18200 -4.19547
18400 -4.13882
18600 -4.74062
18800 -4.14446
19000 -4.42577
19200 -4.55227
19400 -4.27549
19600 -4.25456
19800 -4.35531
20000 -4.02236
