# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 97.1494
400 93.1357
600 104.36
800 107.216
1000 98.2952
1200 96.6523
1400 102.686
1600 104.064
1800 101.229
2000 104.963
2200 105.548
2400 105.366
2600 106.091
2800 96.5145
3000 100.321
3200 98.2385
3400 102.185
3600 102.248
3800 99.1006
4000 108.217
4200 99.8991
4400 95.2344
4600 103.733
4800 103.309
5000 98.507
5200 100.215
5400 96.0518
5600 106.684
5800 94.3753
6000 106.997
6200 105.425
6400 98.4516
6600 97.0447
6800 104.667
7000 104.552
7200 95.1387
7400 97.0823
7600 101.035
7800 102.752
8000 101.612
8200 104.726
8400 95.2707
8600 97.2878
8800 106.631
9000 92.7619
9200 101.437
9400 107.591
9600 104.44
9800 102.471
10000 105.279
10200 98.9655
10400 109.633
10600 93.0815
10800 104.271
11000 94.0542
11200 100.357
11400 94.4631
11600 90.1357
11800 105.871
12000 104.074
12200 98.7236
12400 87.2267
12600 104.502
12800 102.906
13000 110.589
13200 97.8401
13400 96.8626
13600 107.734
13800 102.071
14000 104.518
14200 98.7157
14400 103.53
14600 103.775
14800 98.2273
15000 100.356
15200 97.0917
15400 98.3549
15600 100.455
15800 90.4838
16000 98.1106
16200 104.979
16400 104.082
16600 99.5862
16800 93.2433
17000 98.9185
17200 93.6792
17400 103.83
17600 109.045
17800 89.1394
18000 106.511
18200 99.8141
18400 102.974
18600 107.495
18800 104.464
19000 108.542
19200 97.4353
19400 95.4227
19600 101.149
19800 99.0366
20000 113.501
