# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0387497
200 0.0387497
400 0.0387497
600 0.0387497
800 0.0387497
1000 0.0387497
1200 0.0387497
1400 0.0387497
1600 0.0387497
1800 0.0387497
2000 0.0387497
2200 0.0387497
2400 0.0387497
2600 0.0387497
2800 0.0387497
3000 0.0387497
3200 0.0387497
3400 0.0387497
3600 0.0387497
3800 0.0387497
4000 0.0387497
4200 0.0387497
4400 0.0387497
4600 0.0387497
4800 0.0387497
5000 0.0387497
5200 0.0387497
5400 0.0387497
5600 0.0387497
5800 0.0387497
6000 0.0387497
6200 0.0387497
6400 0.0387497
6600 0.0387497
6800 0.0387497
7000 0.0387497
7200 0.0387497
7400 0.0387497
7600 0.0387497
7800 0.0387497
8000 0.0387497
8200 0.0387497
8400 0.0387497
8600 0.0387497
8800 0.0387497
9000 0.0387497
9200 0.0387497
9400 0.0387497
9600 0.0387497
9800 0.0387497
10000 0.0387497
10200 0.0387497
10400 0.0387497
10600 0.0387497
10800 0.0387497
11000 0.0387497
11200 0.0387497
11400 0.0387497
11600 0.0387497
11800 0.0387497
12000 0.0387497
12200 0.0387497
12400 0.0387497
12600 0.0387497
12800 0.0387497
13000 0.0387497
13200 0.0387497
13400 0.0387497
13600 0.0387497
13800 0.0387497
14000 0.0387497
14200 0.0387497
14400 0.0387497
14600 0.0387497
14800 0.0387497
15000 0.0387497
15200 0.0387497
15400 0.0387497
15600 0.0387497
15800 0.0387497
16000 0.0387497
16200 0.0387497
16400 0.0387497
16600 0.0387497
16800 0.0387497
17000 0.0387497
17200 0.0387497
17400 0.0387497
17600 0.0387497
17800 0.0387497
18000 0.0387497
18200 0.0387497
18400 0.0387497
18600 0.0387497
18800 0.0387497
19000 0.0387497
19200 0.0387497
19400 0.0387497
19600 0.0387497
19800 0.0387497
20000 0.0387497
