# Time-averaged data for fix myat6
# TimeStep v_pressure
0 258.607
200 520.827
400 607.546
600 532.916
800 314.957
1000 374.134
1200 850.157
1400 599.07
1600 632.609
1800 540.359
2000 576.588
2200 394.256
2400 534.079
2600 464.582
2800 704.281
3000 552.696
3200 675.223
3400 590.453
3600 361.581
3800 660.988
4000 296.465
4200 567.025
4400 642.594
4600 463.981
4800 288.36
5000 557.915
5200 507.677
5400 689.784
5600 412.206
5800 753.295
6000 496.649
6200 462.353
6400 532.874
6600 531.7
6800 371.544
7000 327.257
7200 557.972
7400 695.975
7600 402.628
7800 470.706
8000 455.246
8200 376.797
8400 800.636
8600 672.117
8800 557.779
9000 733.926
9200 490.162
9400 424.137
9600 582.685
9800 506.459
10000 482.083
10200 722.72
10400 344.134
10600 670.844
10800 542.505
11000 778.166
11200 486.449
11400 690.568
11600 873.84
11800 420.23
12000 447.831
12200 496.145
12400 847.803
12600 416.551
12800 555.067
13000 316.265
13200 624.794
13400 721.489
13600 357.929
13800 345.238
14000 381.85
14200 600.445
14400 459.938
14600 356.11
14800 562.163
15000 533.068
15200 695.169
15400 715.916
15600 484.643
15800 830.909
16000 697.855
16200 633.047
16400 508.922
16600 650.014
16800 624.431
17000 493.401
17200 734.413
17400 502.001
17600 314.072
17800 877.983
18000 338.063
18200 550.042
18400 464.79
18600 278.502
18800 439.854
19000 284.043
19200 618.828
19400 586.799
19600 510.684
19800 652.031
20000 287.805
