# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -27.4558
200 -26.8903
400 -23.8912
600 -23.1255
800 -22.9034
1000 -24.1
1200 -26.4431
1400 -24.1532
1600 -24.6624
1800 -25.9652
2000 -24.2889
2200 -22.4534
2400 -26.9954
2600 -26.1353
2800 -25.1066
3000 -24.6203
3200 -24.3448
3400 -24.7334
3600 -23.8583
3800 -24.7916
4000 -22.4528
4200 -23.7317
4400 -25.4097
4600 -20.1144
4800 -24.814
5000 -24.4103
5200 -24.4038
5400 -23.5864
5600 -24.61
5800 -27.5747
6000 -24.5093
6200 -23.8974
6400 -23.3802
6600 -21.2674
6800 -26.6674
7000 -23.8769
7200 -23.0303
7400 -23.5731
7600 -25.083
7800 -25.1234
8000 -24.4403
8200 -22.2631
8400 -25.1595
8600 -24.9299
8800 -24.241
9000 -23.8064
9200 -24.7037
9400 -25.6098
9600 -24.5794
9800 -21.457
10000 -23.0414
10200 -24.9815
10400 -23.5435
10600 -24.5578
10800 -26.3712
11000 -24.1774
11200 -24.8974
11400 -25.0363
11600 -24.2815
11800 -23.49
12000 -24.4088
12200 -24.5344
12400 -24.8327
12600 -22.3363
12800 -23.8888
13000 -22.9962
13200 -24.4623
13400 -25.3821
13600 -25.3694
13800 -26.9397
14000 -22.2959
14200 -24.9964
14400 -25.6241
14600 -24.3631
14800 -25.0553
15000 -26.1006
15200 -23.3173
15400 -25.3812
15600 -25.2959
15800 -23.8525
16000 -22.8197
16200 -24.908
16400 -27.0453
16600 -23.2987
16800 -23.9569
17000 -25.0364
17200 -23.9294
17400 -26.1371
17600 -23.5347
17800 -23.554
18000 -23.3743
18200 -24.7277
18400 -24.7776
18600 -23.8962
18800 -22.8626
19000 -23.6101
19200 -25.6134
19400 -22.684
19600 -22.7792
19800 -27.3345
20000 -22.7198
