# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 16.1435
400 14.6491
600 14.588
800 13.9857
1000 14.4882
1200 16.7735
1400 14.1607
1600 15.2042
1800 16.3746
2000 13.9025
2200 12.5266
2400 16.7284
2600 15.5676
2800 15.1628
3000 14.1985
3200 14.258
3400 15.1376
3600 13.8356
3800 14.6473
4000 12.7162
4200 13.6632
4400 15.5795
4600 10.5684
4800 14.4701
5000 14.2394
5200 14.3542
5400 13.8692
5600 15.3384
5800 17.3526
6000 14.5321
6200 14.1934
6400 13.469
6600 11.7687
6800 16.4968
7000 13.9694
7200 13.1354
7400 13.8534
7600 15.1456
7800 14.614
8000 14.5072
8200 12.3841
8400 15.0896
8600 14.7187
8800 14.2573
9000 13.7221
9200 14.5268
9400 15.3245
9600 14.1435
9800 13.1182
10000 13.5023
10200 15.6068
10400 14.0301
10600 15.522
10800 16.2681
11000 15.3402
11200 15.1872
11400 14.6571
11600 14.0853
11800 14.3119
12000 15.311
12200 15.4851
12400 15.0949
12600 12.6223
12800 15.0333
13000 14.2007
13200 15.013
13400 15.3648
13600 15.1415
13800 16.1981
14000 12.2053
14200 15.4347
14400 16.0502
14600 14.6147
14800 15.2485
15000 16.1127
15200 14.048
15400 15.8136
15600 15.3526
15800 13.9736
16000 13.086
16200 15.0709
16400 16.9511
16600 12.8643
16800 13.929
17000 15.4745
17200 14.3003
17400 16.5277
17600 13.8209
17800 14.5326
18000 14.6207
18200 14.9806
18400 14.8353
18600 13.9767
18800 14.46
19000 14.6832
19200 15.8299
19400 13.0098
19600 13.7065
19800 18.2676
20000 13.124
