# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0572084
200 0.0572084
400 0.0572084
600 0.0572084
800 0.0572084
1000 0.0572084
1200 0.0572084
1400 0.0572084
1600 0.0572084
1800 0.0572084
2000 0.0572084
2200 0.0572084
2400 0.0572084
2600 0.0572084
2800 0.0572084
3000 0.0572084
3200 0.0572084
3400 0.0572084
3600 0.0572084
3800 0.0572084
4000 0.0572084
4200 0.0572084
4400 0.0572084
4600 0.0572084
4800 0.0572084
5000 0.0572084
5200 0.0572084
5400 0.0572084
5600 0.0572084
5800 0.0572084
6000 0.0572084
6200 0.0572084
6400 0.0572084
6600 0.0572084
6800 0.0572084
7000 0.0572084
7200 0.0572084
7400 0.0572084
7600 0.0572084
7800 0.0572084
8000 0.0572084
8200 0.0572084
8400 0.0572084
8600 0.0572084
8800 0.0572084
9000 0.0572084
9200 0.0572084
9400 0.0572084
9600 0.0572084
9800 0.0572084
10000 0.0572084
10200 0.0572084
10400 0.0572084
10600 0.0572084
10800 0.0572084
11000 0.0572084
11200 0.0572084
11400 0.0572084
11600 0.0572084
11800 0.0572084
12000 0.0572084
12200 0.0572084
12400 0.0572084
12600 0.0572084
12800 0.0572084
13000 0.0572084
13200 0.0572084
13400 0.0572084
13600 0.0572084
13800 0.0572084
14000 0.0572084
14200 0.0572084
14400 0.0572084
14600 0.0572084
14800 0.0572084
15000 0.0572084
15200 0.0572084
15400 0.0572084
15600 0.0572084
15800 0.0572084
16000 0.0572084
16200 0.0572084
16400 0.0572084
16600 0.0572084
16800 0.0572084
17000 0.0572084
17200 0.0572084
17400 0.0572084
17600 0.0572084
17800 0.0572084
18000 0.0572084
18200 0.0572084
18400 0.0572084
18600 0.0572084
18800 0.0572084
19000 0.0572084
19200 0.0572084
19400 0.0572084
19600 0.0572084
19800 0.0572084
20000 0.0572084
