# Time-averaged data for fix myat6
# TimeStep v_pressure
0 2194.82
200 2271.35
400 2910.86
600 3035.98
800 3061.56
1000 2849.26
1200 2301.3
1400 2788.26
1600 2646.48
1800 2475.86
2000 2847.04
2200 3188.59
2400 2211.85
2600 2446.49
2800 2585.38
3000 2661.7
3200 2766.77
3400 2782.34
3600 2866.93
3800 2629.01
4000 3141.8
4200 2916.35
4400 2556.12
4600 3606.25
4800 2669.03
5000 2678.73
5200 2634.88
5400 2969.83
5600 2767.73
5800 2056.08
6000 2726.67
6200 2901.77
6400 2912.94
6600 3430.83
6800 2317.65
7000 2961.24
7200 2958.68
7400 2906.65
7600 2571.17
7800 2594.22
8000 2769.15
8200 3307.81
8400 2589.75
8600 2694.97
8800 2749.38
9000 2898.1
9200 2667.97
9400 2505.79
9600 2679.73
9800 3477.06
10000 3074.15
10200 2673.49
10400 3004.19
10600 2774.95
10800 2374.37
11000 2871.28
11200 2602.29
11400 2613.14
11600 2740.3
11800 2940.47
12000 2765.19
12200 2753.94
12400 2648.96
12600 3188.03
12800 2831.73
13000 3051.68
13200 2687.28
13400 2573.78
13600 2550.94
13800 2189.82
14000 3196.32
14200 2758.22
14400 2520.89
14600 2812.88
14800 2534.26
15000 2448.08
15200 2965.67
15400 2590.1
15600 2569.44
15800 2854.62
16000 3085.32
16200 2697.39
16400 2130.94
16600 3052.81
16800 2909.61
17000 2665.21
17200 2879.19
17400 2375.64
17600 3061.02
17800 2943.32
18000 3010.11
18200 2676.74
18400 2680.85
18600 2813.83
18800 3134.79
19000 2948.01
19200 2505.76
19400 3235.19
19600 3164.34
19800 2143.78
20000 3181.98
