# Time-averaged data for fix myat8
# TimeStep v_volume
0 1451.34
200 1451.34
400 1451.34
600 1451.34
800 1451.34
1000 1451.34
1200 1451.34
1400 1451.34
1600 1451.34
1800 1451.34
2000 1451.34
2200 1451.34
2400 1451.34
2600 1451.34
2800 1451.34
3000 1451.34
3200 1451.34
3400 1451.34
3600 1451.34
3800 1451.34
4000 1451.34
4200 1451.34
4400 1451.34
4600 1451.34
4800 1451.34
5000 1451.34
5200 1451.34
5400 1451.34
5600 1451.34
5800 1451.34
6000 1451.34
6200 1451.34
6400 1451.34
6600 1451.34
6800 1451.34
7000 1451.34
7200 1451.34
7400 1451.34
7600 1451.34
7800 1451.34
8000 1451.34
8200 1451.34
8400 1451.34
8600 1451.34
8800 1451.34
9000 1451.34
9200 1451.34
9400 1451.34
9600 1451.34
9800 1451.34
10000 1451.34
10200 1451.34
10400 1451.34
10600 1451.34
10800 1451.34
11000 1451.34
11200 1451.34
11400 1451.34
11600 1451.34
11800 1451.34
12000 1451.34
12200 1451.34
12400 1451.34
12600 1451.34
12800 1451.34
13000 1451.34
13200 1451.34
13400 1451.34
13600 1451.34
13800 1451.34
14000 1451.34
14200 1451.34
14400 1451.34
14600 1451.34
14800 1451.34
15000 1451.34
15200 1451.34
15400 1451.34
15600 1451.34
15800 1451.34
16000 1451.34
16200 1451.34
16400 1451.34
16600 1451.34
16800 1451.34
17000 1451.34
17200 1451.34
17400 1451.34
17600 1451.34
17800 1451.34
18000 1451.34
18200 1451.34
18400 1451.34
18600 1451.34
18800 1451.34
19000 1451.34
19200 1451.34
19400 1451.34
19600 1451.34
19800 1451.34
20000 1451.34
