# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.897
400 14.3045
600 15.8518
800 15.0815
1000 13.4812
1200 13.2489
1400 14.5048
1600 14.4487
1800 15.563
2000 15.8074
2200 15.8349
2400 14.0244
2600 13.2365
2800 15.2367
3000 15.115
3200 16.9782
3400 14.3105
3600 14.4656
3800 15.5411
4000 14.7844
4200 14.7137
4400 14.5063
4600 13.5383
4800 15.4902
5000 14.6898
5200 13.9338
5400 14.2063
5600 17.0471
5800 14.2355
6000 16.7732
6200 14.3239
6400 13.9982
6600 15.158
6800 15.4077
7000 14.2372
7200 14.5038
7400 14.7523
7600 14.303
7800 14.2427
8000 13.8471
8200 14.5002
8400 14.8053
8600 15.5027
8800 14.3749
9000 14.6838
9200 14.6994
9400 14.6433
9600 15.1974
9800 15.5828
10000 14.1519
10200 14.2429
10400 14.8758
10600 13.5725
10800 13.5583
11000 15.2947
11200 15.1321
11400 14.9936
11600 14.0353
11800 14.0524
12000 13.8819
12200 15.5924
12400 14.7041
12600 15.062
12800 14.1234
13000 13.7108
13200 13.9509
13400 14.3952
13600 12.4279
13800 15.1763
14000 15.5601
14200 14.9774
14400 14.7442
14600 14.0822
14800 14.4474
15000 15.536
15200 14.7435
15400 15.3566
15600 15.6558
15800 13.7898
16000 14.0768
16200 14.1344
16400 14.6491
16600 14.6198
16800 14.2355
17000 15.1949
17200 15.0754
17400 14.2032
17600 14.376
17800 12.874
18000 14.0544
18200 15.059
18400 15.474
18600 15.2192
18800 15.3501
19000 14.9607
19200 16.3609
19400 15.48
19600 14.0495
19800 14.7556
20000 13.985
