# Time-averaged data for fix myat8
# TimeStep v_volume
0 1626.38
200 1626.38
400 1626.38
600 1626.38
800 1626.38
1000 1626.38
1200 1626.38
1400 1626.38
1600 1626.38
1800 1626.38
2000 1626.38
2200 1626.38
2400 1626.38
2600 1626.38
2800 1626.38
3000 1626.38
3200 1626.38
3400 1626.38
3600 1626.38
3800 1626.38
4000 1626.38
4200 1626.38
4400 1626.38
4600 1626.38
4800 1626.38
5000 1626.38
5200 1626.38
5400 1626.38
5600 1626.38
5800 1626.38
6000 1626.38
6200 1626.38
6400 1626.38
6600 1626.38
6800 1626.38
7000 1626.38
7200 1626.38
7400 1626.38
7600 1626.38
7800 1626.38
8000 1626.38
8200 1626.38
8400 1626.38
8600 1626.38
8800 1626.38
9000 1626.38
9200 1626.38
9400 1626.38
9600 1626.38
9800 1626.38
10000 1626.38
10200 1626.38
10400 1626.38
10600 1626.38
10800 1626.38
11000 1626.38
11200 1626.38
11400 1626.38
11600 1626.38
11800 1626.38
12000 1626.38
12200 1626.38
12400 1626.38
12600 1626.38
12800 1626.38
13000 1626.38
13200 1626.38
13400 1626.38
13600 1626.38
13800 1626.38
14000 1626.38
14200 1626.38
14400 1626.38
14600 1626.38
14800 1626.38
15000 1626.38
15200 1626.38
15400 1626.38
15600 1626.38
15800 1626.38
16000 1626.38
16200 1626.38
16400 1626.38
16600 1626.38
16800 1626.38
17000 1626.38
17200 1626.38
17400 1626.38
17600 1626.38
17800 1626.38
18000 1626.38
18200 1626.38
18400 1626.38
18600 1626.38
18800 1626.38
19000 1626.38
19200 1626.38
19400 1626.38
19600 1626.38
19800 1626.38
20000 1626.38
