# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -11.9803
200 -9.351
400 -9.14672
600 -9.10663
800 -8.63666
1000 -8.81428
1200 -9.5702
1400 -8.65212
1600 -8.85765
1800 -9.33012
2000 -9.23313
2200 -8.92209
2400 -9.6345
2600 -9.44056
2800 -9.25993
3000 -9.13782
3200 -8.44808
3400 -8.3379
3600 -9.68277
3800 -9.35703
4000 -9.29432
4200 -8.76401
4400 -9.10259
4600 -8.7768
4800 -9.85393
5000 -8.70184
5200 -8.27357
5400 -8.32972
5600 -7.90838
5800 -8.27194
6000 -8.58654
6200 -9.1087
6400 -8.38521
6600 -8.46087
6800 -8.73131
7000 -8.34535
7200 -8.11212
7400 -8.99849
7600 -9.21388
7800 -8.56167
8000 -8.42046
8200 -9.0116
8400 -8.41297
8600 -8.93332
8800 -9.13559
9000 -9.14204
9200 -9.3216
9400 -9.11456
9600 -9.00138
9800 -8.62255
10000 -8.87924
10200 -8.90157
10400 -8.74174
10600 -8.68837
10800 -8.75664
11000 -8.67497
11200 -9.25158
11400 -9.50302
11600 -9.28571
11800 -8.76013
12000 -8.85457
12200 -9.00723
12400 -9.19444
12600 -9.01012
12800 -8.54723
13000 -8.12416
13200 -8.26583
13400 -8.30984
13600 -8.70021
13800 -9.31792
14000 -8.67093
14200 -8.95571
14400 -8.38384
14600 -8.41541
14800 -8.7121
15000 -8.0813
15200 -8.65797
15400 -8.59845
15600 -8.72716
15800 -8.96244
16000 -8.80343
16200 -8.27658
16400 -7.77216
16600 -8.24731
16800 -9.04484
17000 -8.72296
17200 -9.26776
17400 -8.59986
17600 -9.2077
17800 -8.56796
18000 -8.89902
18200 -8.85158
18400 -8.54339
18600 -8.70975
18800 -8.87693
19000 -8.93417
19200 -8.77896
19400 -8.18098
19600 -9.08753
19800 -8.74257
20000 -8.84772
