# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -15.7115
200 79.4477
400 126.506
600 219.244
800 104.698
1000 196.627
1200 153.857
1400 182.549
1600 161.24
1800 109.701
2000 128.668
2200 216.138
2400 134.709
2600 201.913
2800 176.87
3000 201.859
3200 147.241
3400 172.766
3600 182.796
3800 183.891
4000 82.1588
4200 237.702
4400 192.219
4600 295.222
4800 100.004
5000 98.1506
5200 74.0911
5400 370.089
5600 330.567
5800 173.88
6000 137.478
6200 276.364
6400 30.1932
6600 215.512
6800 204.444
7000 200.084
7200 197.574
7400 114.472
7600 119.943
7800 0.140177
8000 245.467
8200 95.3318
8400 291.742
8600 181.579
8800 150.676
9000 215.128
9200 270.221
9400 195.356
9600 189.792
9800 180.728
10000 232.137
10200 221.748
10400 141.193
10600 41.1346
10800 312.25
11000 179.452
11200 173.841
11400 125.561
11600 155.202
11800 66.2874
12000 151.359
12200 125.64
12400 169.675
12600 292.012
12800 230.706
13000 91.779
13200 201.231
13400 133.839
13600 130.554
13800 214.894
14000 56.2444
14200 160.966
14400 110.536
14600 301.187
14800 218.184
15000 70.7674
15200 216.33
15400 159.337
15600 153.771
15800 131.1
16000 173.397
16200 124.939
16400 101.233
16600 96.3615
16800 202.352
17000 148.816
17200 140.269
17400 154.683
17600 221.579
17800 164.963
18000 85.1539
18200 72.1662
18400 163.635
18600 124.351
18800 116.426
19000 210.5
19200 198.975
19400 108.723
19600 112.905
19800 240.134
20000 172.135
