# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -16.5695
200 -12.1341
400 -11.892
600 -11.3819
800 -11.0097
1000 -10.9382
1200 -10.9265
1400 -10.9376
1600 -11.142
1800 -11.5033
2000 -11.3652
2200 -11.2358
2400 -11.3452
2600 -10.9262
2800 -11.5338
3000 -10.276
3200 -10.2354
3400 -10.3499
3600 -10.9526
3800 -10.5943
4000 -12.3011
4200 -10.9226
4400 -10.9432
4600 -10.2163
4800 -10.5431
5000 -11.3479
5200 -12.1689
5400 -9.30004
5600 -10.1047
5800 -11.3094
6000 -10.9845
6200 -10.6061
6400 -12.0179
6600 -9.78656
6800 -10.5456
7000 -11.1782
7200 -10.3628
7400 -11.7648
7600 -12.0587
7800 -11.8289
8000 -11.1875
8200 -11.2368
8400 -10.8441
8600 -11.3509
8800 -11.1672
9000 -10.7378
9200 -11.7637
9400 -10.7534
9600 -10.464
9800 -11.0582
10000 -10.8861
10200 -10.2089
10400 -10.7656
10600 -11.8201
10800 -9.85883
11000 -10.1672
11200 -11.0333
11400 -10.8879
11600 -10.2717
11800 -12.2123
12000 -10.8577
12200 -11.0817
12400 -12.4304
12600 -10.1636
12800 -10.8975
13000 -11.6641
13200 -10.2071
13400 -11.0003
13600 -11.7784
13800 -11.7814
14000 -11.4195
14200 -11.1654
14400 -11.6382
14600 -10.7383
14800 -11.0393
15000 -11.7356
15200 -10.6262
15400 -10.771
15600 -10.8812
15800 -11.6292
16000 -11.2947
16200 -10.9238
16400 -11.7004
16600 -11.5582
16800 -10.2531
17000 -11.7139
17200 -11.3962
17400 -11.1075
17600 -9.96522
17800 -9.78065
18000 -11.8294
18200 -12.2139
18400 -11.6591
18600 -11.1448
18800 -12.3844
19000 -10.7202
19200 -11.3445
19400 -11.7076
19600 -11.3764
19800 -11.6993
20000 -11.6167
