# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.4764
400 14.5904
600 14.5244
800 14.3236
1000 14.7293
1200 14.7063
1400 14.4977
1600 14.6306
1800 15.2789
2000 14.6938
2200 14.6694
2400 14.707
2600 14.5901
2800 14.737
3000 14.1937
3200 14.208
3400 14.0709
3600 14.3751
3800 14.3835
4000 15.8519
4200 14.688
4400 14.3929
4600 13.9861
4800 14.5226
5000 15.0075
5200 15.5298
5400 12.9581
5600 13.6372
5800 14.8245
6000 14.6431
6200 14.0701
6400 15.21
6600 13.5325
6800 14.8068
7000 15.3591
7200 14.2864
7400 15.3091
7600 15.3422
7800 15.2663
8000 14.3422
8200 14.5525
8400 14.2145
8600 14.7003
8800 14.5257
9000 14.0213
9200 14.6114
9400 13.8815
9600 14.3577
9800 15.1515
10000 14.6427
10200 13.5376
10400 14.3583
10600 15.7054
10800 13.5737
11000 14.3896
11200 15.2156
11400 14.7296
11600 14.3866
11800 15.7101
12000 14.3518
12200 14.5775
12400 15.4667
12600 13.3743
12800 14.058
13000 15.2288
13200 14.1514
13400 15.0476
13600 15.5402
13800 15.4553
14000 15.2537
14200 14.8639
14400 15.5915
14600 14.2049
14800 14.4319
15000 15.4206
15200 14.107
15400 14.9437
15600 14.6973
15800 15.4798
16000 15.1011
16200 14.5672
16400 15.3261
16600 14.8981
16800 13.9333
17000 15.0199
17200 15.5244
17400 14.7384
17600 14.2271
17800 13.9667
18000 15.8737
18200 15.6198
18400 15.0931
18600 14.7526
18800 15.3772
19000 13.9914
19200 14.4707
19400 15.0199
19600 15.0099
19800 14.9399
20000 14.7114
