# Time-averaged data for fix myat8
# TimeStep v_volume
0 3648
200 3648
400 3648
600 3648
800 3648
1000 3648
1200 3648
1400 3648
1600 3648
1800 3648
2000 3648
2200 3648
2400 3648
2600 3648
2800 3648
3000 3648
3200 3648
3400 3648
3600 3648
3800 3648
4000 3648
4200 3648
4400 3648
4600 3648
4800 3648
5000 3648
5200 3648
5400 3648
5600 3648
5800 3648
6000 3648
6200 3648
6400 3648
6600 3648
6800 3648
7000 3648
7200 3648
7400 3648
7600 3648
7800 3648
8000 3648
8200 3648
8400 3648
8600 3648
8800 3648
9000 3648
9200 3648
9400 3648
9600 3648
9800 3648
10000 3648
10200 3648
10400 3648
10600 3648
10800 3648
11000 3648
11200 3648
11400 3648
11600 3648
11800 3648
12000 3648
12200 3648
12400 3648
12600 3648
12800 3648
13000 3648
13200 3648
13400 3648
13600 3648
13800 3648
14000 3648
14200 3648
14400 3648
14600 3648
14800 3648
15000 3648
15200 3648
15400 3648
15600 3648
15800 3648
16000 3648
16200 3648
16400 3648
16600 3648
16800 3648
17000 3648
17200 3648
17400 3648
17600 3648
17800 3648
18000 3648
18200 3648
18400 3648
18600 3648
18800 3648
19000 3648
19200 3648
19400 3648
19600 3648
19800 3648
20000 3648
