# Time-averaged data for fix myat8
# TimeStep v_volume
0 7940.15
200 7940.15
400 7940.15
600 7940.15
800 7940.15
1000 7940.15
1200 7940.15
1400 7940.15
1600 7940.15
1800 7940.15
2000 7940.15
2200 7940.15
2400 7940.15
2600 7940.15
2800 7940.15
3000 7940.15
3200 7940.15
3400 7940.15
3600 7940.15
3800 7940.15
4000 7940.15
4200 7940.15
4400 7940.15
4600 7940.15
4800 7940.15
5000 7940.15
5200 7940.15
5400 7940.15
5600 7940.15
5800 7940.15
6000 7940.15
6200 7940.15
6400 7940.15
6600 7940.15
6800 7940.15
7000 7940.15
7200 7940.15
7400 7940.15
7600 7940.15
7800 7940.15
8000 7940.15
8200 7940.15
8400 7940.15
8600 7940.15
8800 7940.15
9000 7940.15
9200 7940.15
9400 7940.15
9600 7940.15
9800 7940.15
10000 7940.15
10200 7940.15
10400 7940.15
10600 7940.15
10800 7940.15
11000 7940.15
11200 7940.15
11400 7940.15
11600 7940.15
11800 7940.15
12000 7940.15
12200 7940.15
12400 7940.15
12600 7940.15
12800 7940.15
13000 7940.15
13200 7940.15
13400 7940.15
13600 7940.15
13800 7940.15
14000 7940.15
14200 7940.15
14400 7940.15
14600 7940.15
14800 7940.15
15000 7940.15
15200 7940.15
15400 7940.15
15600 7940.15
15800 7940.15
16000 7940.15
16200 7940.15
16400 7940.15
16600 7940.15
16800 7940.15
17000 7940.15
17200 7940.15
17400 7940.15
17600 7940.15
17800 7940.15
18000 7940.15
18200 7940.15
18400 7940.15
18600 7940.15
18800 7940.15
19000 7940.15
19200 7940.15
19400 7940.15
19600 7940.15
19800 7940.15
20000 7940.15
