# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 89.2268
400 100.49
600 104.135
800 102.429
1000 102.245
1200 103.017
1400 100.832
1600 100.925
1800 100.744
2000 96.0687
2200 102.166
2400 96.9982
2600 99.4571
2800 105.89
3000 99.2109
3200 99.6978
3400 100.692
3600 99.2674
3800 101.355
4000 103.103
4200 104.935
4400 99.5344
4600 99.24
4800 102.629
5000 101.659
5200 104.95
5400 102.606
5600 102.411
5800 99.0785
6000 100.62
6200 101.051
6400 100.859
6600 101.393
6800 101.349
7000 99.9035
7200 98.9686
7400 101.845
7600 104.481
7800 98.0185
8000 100.832
8200 99.8418
8400 98.3286
8600 103.057
8800 100.341
9000 98.3761
9200 100.483
9400 97.0179
9600 102.265
9800 90.5842
10000 99.7416
10200 102.844
10400 104.367
10600 105.204
10800 102.11
11000 100.896
11200 99.4098
11400 101.608
11600 103.476
11800 98.8812
12000 98.255
12200 99.9896
12400 98.4426
12600 99.2769
12800 98.1131
13000 97.9692
13200 103.177
13400 101.109
13600 98.1265
13800 103.523
14000 101.088
14200 101.591
14400 96.1333
14600 98.6206
14800 105.454
15000 101.119
15200 98.6759
15400 99.5053
15600 97.7348
15800 104.293
16000 103.413
16200 98.1536
16400 100.185
16600 102.625
16800 101.825
17000 99.4979
17200 99.3698
17400 98.8378
17600 101.847
17800 104.723
18000 100.325
18200 103.488
18400 103.224
18600 104.352
18800 101.301
19000 102.908
19200 103.166
19400 101.002
19600 100.291
19800 101.247
20000 100.09
