# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -10.0005
200 -5.0383
400 -5.22053
600 -5.41572
800 -5.4891
1000 -5.54989
1200 -6.13423
1400 -5.53664
1600 -5.11923
1800 -5.13568
2000 -4.35128
2200 -5.30858
2400 -4.48153
2600 -4.72825
2800 -5.78
3000 -4.81616
3200 -4.49709
3400 -4.94253
3600 -4.69863
3800 -5.44323
4000 -5.32621
4200 -6.19545
4400 -5.41618
4600 -4.91098
4800 -4.87334
5000 -4.94679
5200 -6.06884
5400 -5.90783
5600 -5.71359
5800 -5.00494
6000 -4.92032
6200 -5.01061
6400 -5.27947
6600 -5.64281
6800 -5.45162
7000 -5.17818
7200 -5.18391
7400 -6.07996
7600 -6.71601
7800 -5.90178
8000 -6.01485
8200 -5.69324
8400 -4.94222
8600 -6.2966
8800 -5.46136
9000 -4.78153
9200 -5.31734
9400 -4.9023
9600 -5.47993
9800 -3.38238
10000 -4.5475
10200 -5.61419
10400 -6.36003
10600 -6.38587
10800 -5.52977
11000 -5.4636
11200 -5.51705
11400 -6.10039
11600 -6.22519
11800 -5.44893
12000 -5.10047
12200 -5.28161
12400 -5.47486
12600 -5.63755
12800 -5.42523
13000 -4.82316
13200 -5.52054
13400 -4.98475
13600 -4.48785
13800 -5.27695
14000 -5.28236
14200 -5.60016
14400 -5.06131
14600 -5.17968
14800 -5.90682
15000 -5.53515
15200 -4.79859
15400 -4.97335
15600 -5.19479
15800 -5.62074
16000 -6.00801
16200 -4.92994
16400 -5.39059
16600 -5.7899
16800 -6.20067
17000 -6.0235
17200 -5.80449
17400 -5.54423
17600 -5.50245
17800 -5.41261
18000 -5.36706
18200 -6.03179
18400 -6.45475
18600 -6.27598
18800 -5.82142
19000 -5.39246
19200 -5.79514
19400 -5.37623
19600 -5.0738
19800 -5.18716
20000 -4.77694
