# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0104568
200 0.0104568
400 0.0104568
600 0.0104568
800 0.0104568
1000 0.0104568
1200 0.0104568
1400 0.0104568
1600 0.0104568
1800 0.0104568
2000 0.0104568
2200 0.0104568
2400 0.0104568
2600 0.0104568
2800 0.0104568
3000 0.0104568
3200 0.0104568
3400 0.0104568
3600 0.0104568
3800 0.0104568
4000 0.0104568
4200 0.0104568
4400 0.0104568
4600 0.0104568
4800 0.0104568
5000 0.0104568
5200 0.0104568
5400 0.0104568
5600 0.0104568
5800 0.0104568
6000 0.0104568
6200 0.0104568
6400 0.0104568
6600 0.0104568
6800 0.0104568
7000 0.0104568
7200 0.0104568
7400 0.0104568
7600 0.0104568
7800 0.0104568
8000 0.0104568
8200 0.0104568
8400 0.0104568
8600 0.0104568
8800 0.0104568
9000 0.0104568
9200 0.0104568
9400 0.0104568
9600 0.0104568
9800 0.0104568
10000 0.0104568
10200 0.0104568
10400 0.0104568
10600 0.0104568
10800 0.0104568
11000 0.0104568
11200 0.0104568
11400 0.0104568
11600 0.0104568
11800 0.0104568
12000 0.0104568
12200 0.0104568
12400 0.0104568
12600 0.0104568
12800 0.0104568
13000 0.0104568
13200 0.0104568
13400 0.0104568
13600 0.0104568
13800 0.0104568
14000 0.0104568
14200 0.0104568
14400 0.0104568
14600 0.0104568
14800 0.0104568
15000 0.0104568
15200 0.0104568
15400 0.0104568
15600 0.0104568
15800 0.0104568
16000 0.0104568
16200 0.0104568
16400 0.0104568
16600 0.0104568
16800 0.0104568
17000 0.0104568
17200 0.0104568
17400 0.0104568
17600 0.0104568
17800 0.0104568
18000 0.0104568
18200 0.0104568
18400 0.0104568
18600 0.0104568
18800 0.0104568
19000 0.0104568
19200 0.0104568
19400 0.0104568
19600 0.0104568
19800 0.0104568
20000 0.0104568
