# Time-averaged data for fix myat3
# TimeStep v_Etot
0 4.69956
200 7.99413
400 9.45699
600 9.79428
800 9.47166
1000 9.38395
1200 8.91234
1400 9.19091
1600 9.6219
1800 9.57902
2000 9.68049
2200 9.61374
2400 9.68599
2600 9.79842
2800 9.68625
3000 9.67457
3200 10.0647
3400 9.76446
3600 9.80033
3800 9.36067
4000 9.73302
4200 9.13133
4400 9.12178
4600 9.58399
4800 10.1166
5000 9.90142
5200 9.2601
5400 9.07877
5600 9.24453
5800 9.46644
6000 9.7762
6200 9.74893
6400 9.45203
6600 9.1666
6800 9.35133
7000 9.41369
7200 9.27141
7400 8.79551
7600 8.54439
7800 8.41478
8000 8.71268
8200 8.88963
8400 9.41963
8600 8.75591
8800 9.19437
9000 9.58725
9200 9.35921
9400 9.26811
9600 9.4568
9800 9.84832
10000 10.0207
10200 9.4072
10400 8.88372
10600 8.98023
10800 9.38437
11000 9.27324
11200 9.00271
11400 8.74046
11600 8.88852
11800 8.99362
12000 9.25063
12200 9.32284
12400 8.90364
12600 8.8628
12800 8.90513
13000 9.48619
13200 9.54951
13400 9.78326
13600 9.84448
13800 9.84355
14000 9.48256
14200 9.23822
14400 8.97988
14600 9.22481
14800 9.49576
15000 9.23429
15200 9.61398
15400 9.56036
15600 9.08033
15800 9.61225
16000 9.09643
16200 9.40633
16400 9.24244
16600 9.19949
16800 8.67183
17000 8.50913
17200 8.70943
17400 8.89199
17600 9.37323
17800 9.88323
18000 9.28641
18200 9.08367
18400 8.62211
18600 8.96567
18800 8.97461
19000 9.63822
19200 9.27327
19400 9.37608
19600 9.57473
19800 9.60092
20000 9.84223
