# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -9.71885
200 -6.61124
400 -6.10291
600 -5.29614
800 -4.9824
1000 -5.12064
1200 -5.60094
1400 -5.41989
1600 -4.7658
1800 -4.53649
2000 -4.71165
2200 -4.35666
2400 -4.25544
2600 -4.49236
2800 -4.46636
3000 -4.82212
3200 -4.13701
3400 -4.45452
3600 -4.13553
3800 -4.79295
4000 -5.12247
4200 -4.7327
4400 -4.58812
4600 -4.95964
4800 -5.62894
5000 -4.5992
5200 -4.21245
5400 -4.93878
5600 -5.1106
5800 -5.45419
6000 -5.05676
6200 -4.4758
6400 -3.37436
6600 -4.44776
6800 -4.90475
7000 -4.35316
7200 -4.74295
7400 -4.3311
7600 -4.89136
7800 -5.33871
8000 -5.0497
8200 -5.00252
8400 -4.83596
8600 -4.60349
8800 -5.31082
9000 -4.82117
9200 -5.04934
9400 -3.77691
9600 -4.30817
9800 -4.58653
10000 -5.14963
10200 -4.34637
10400 -4.63814
10600 -4.65432
10800 -5.3387
11000 -3.9896
11200 -3.57802
11400 -4.53281
11600 -4.96604
11800 -4.1492
12000 -4.18744
12200 -4.71489
12400 -4.23559
12600 -4.33341
12800 -3.77586
13000 -4.38439
13200 -3.78941
13400 -4.79029
13600 -4.35124
13800 -4.26082
14000 -4.51532
14200 -4.71657
14400 -4.20769
14600 -4.28147
14800 -4.12328
15000 -4.8069
15200 -4.51069
15400 -4.66284
15600 -4.39059
15800 -4.47102
16000 -4.93273
16200 -4.75112
16400 -5.30798
16600 -3.95534
16800 -4.96591
17000 -4.43294
17200 -4.33848
17400 -4.30045
17600 -3.95905
17800 -5.12768
18000 -4.9986
18200 -4.69525
18400 -4.64298
18600 -5.38936
18800 -4.68038
19000 -4.3783
19200 -5.39055
19400 -4.89284
19600 -3.26694
19800 -3.85935
20000 -4.13255
