# Time-averaged data for fix myat3
# TimeStep v_Etot
0 4.98116
200 7.35777
400 8.53288
600 9.07193
800 9.77805
1000 9.75495
1200 9.60569
1400 9.45244
1600 9.75878
1800 10.2092
2000 9.98175
2200 10.3108
2400 10.2229
2600 10.3027
2800 10.3466
3000 9.82213
3200 10.0338
3400 10.2664
3600 10.1109
3800 10.0922
4000 9.814
4200 10.0079
4400 10.1344
4600 10.0669
4800 9.56877
5000 9.67873
5200 10.1419
5400 9.90115
5600 9.78524
5800 9.53361
6000 9.91953
6200 10.0775
6400 10.4472
6600 10.1176
6800 10.172
7000 10.2744
7200 10.0451
7400 10.1994
7600 10.0804
7800 9.69746
8000 9.52611
8200 9.71063
8400 9.98918
8600 10.1988
8800 9.87159
9000 9.6588
9200 9.94555
9400 10.2191
9600 10.3643
9800 10.1529
10000 9.61349
10200 9.93591
10400 10.2654
10600 10.2171
10800 9.63645
11000 10.168
11200 10.6294
11400 10.5272
11600 10.2841
11800 10.2688
12000 10.467
12200 10.2333
12400 10.0869
12600 10.3173
12800 10.3234
13000 10.2577
13200 10.2878
13400 10.1174
13600 10.4276
13800 10.6016
14000 10.4678
14200 10.3051
14400 10.107
14600 10.3071
14800 10.3797
15000 10.2925
15200 10.2371
15400 10.0859
15600 10.065
15800 10.24
16000 10.083
16200 10.0006
16400 9.91344
16600 10.0669
16800 9.88612
17000 9.97958
17200 10.2643
17400 10.4539
17600 10.5039
17800 10.189
18000 9.60389
18200 9.38841
18400 9.84247
18600 9.88521
18800 9.40647
19000 9.65742
19200 9.25803
19400 9.76999
19600 10.5817
19800 10.9066
20000 10.6543
