# Time-averaged data for fix myat9
# TimeStep v_density
0 0.00922655
200 0.00922655
400 0.00922655
600 0.00922655
800 0.00922655
1000 0.00922655
1200 0.00922655
1400 0.00922655
1600 0.00922655
1800 0.00922655
2000 0.00922655
2200 0.00922655
2400 0.00922655
2600 0.00922655
2800 0.00922655
3000 0.00922655
3200 0.00922655
3400 0.00922655
3600 0.00922655
3800 0.00922655
4000 0.00922655
4200 0.00922655
4400 0.00922655
4600 0.00922655
4800 0.00922655
5000 0.00922655
5200 0.00922655
5400 0.00922655
5600 0.00922655
5800 0.00922655
6000 0.00922655
6200 0.00922655
6400 0.00922655
6600 0.00922655
6800 0.00922655
7000 0.00922655
7200 0.00922655
7400 0.00922655
7600 0.00922655
7800 0.00922655
8000 0.00922655
8200 0.00922655
8400 0.00922655
8600 0.00922655
8800 0.00922655
9000 0.00922655
9200 0.00922655
9400 0.00922655
9600 0.00922655
9800 0.00922655
10000 0.00922655
10200 0.00922655
10400 0.00922655
10600 0.00922655
10800 0.00922655
11000 0.00922655
11200 0.00922655
11400 0.00922655
11600 0.00922655
11800 0.00922655
12000 0.00922655
12200 0.00922655
12400 0.00922655
12600 0.00922655
12800 0.00922655
13000 0.00922655
13200 0.00922655
13400 0.00922655
13600 0.00922655
13800 0.00922655
14000 0.00922655
14200 0.00922655
14400 0.00922655
14600 0.00922655
14800 0.00922655
15000 0.00922655
15200 0.00922655
15400 0.00922655
15600 0.00922655
15800 0.00922655
16000 0.00922655
16200 0.00922655
16400 0.00922655
16600 0.00922655
16800 0.00922655
17000 0.00922655
17200 0.00922655
17400 0.00922655
17600 0.00922655
17800 0.00922655
18000 0.00922655
18200 0.00922655
18400 0.00922655
18600 0.00922655
18800 0.00922655
19000 0.00922655
19200 0.00922655
19400 0.00922655
19600 0.00922655
19800 0.00922655
20000 0.00922655
