# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 95.639
400 100.204
600 98.3712
800 101.058
1000 101.846
1200 104.112
1400 101.824
1600 99.4428
1800 100.957
2000 100.599
2200 100.421
2400 99.1265
2600 101.294
2800 101.417
3000 100.262
3200 97.0208
3400 100.787
3600 97.5387
3800 101.912
4000 102.263
4200 100.921
4400 100.798
4600 102.879
4800 104.051
5000 97.7541
5200 98.2774
5400 101.602
5600 101.985
5800 102.614
6000 102.535
6200 99.6395
6400 94.6295
6600 99.7216
6800 103.223
7000 100.148
7200 101.247
7400 99.4836
7600 102.504
7800 102.945
8000 99.7935
8200 100.734
8400 101.501
8600 101.344
8800 103.947
9000 99.1373
9200 102.663
9400 95.8241
9600 100.455
9800 100.914
10000 101.076
10200 97.7839
10400 102.038
10600 101.817
10800 102.528
11000 96.9304
11200 97.2715
11400 103.109
11600 104.411
11800 98.7129
12000 100.332
12200 102.343
12400 98.0591
12600 100.306
12800 96.5305
13000 100.248
13200 96.3799
13400 102.066
13600 101.183
13800 101.756
14000 102.582
14200 102.846
14400 98.006
14600 99.8806
14800 99.2947
15000 103.379
15200 100.971
15400 100.978
15600 98.9703
15800 100.719
16000 102.806
16200 100.998
16400 104.214
16600 96.0034
16800 101.685
17000 98.6756
17200 99.9779
17400 101.016
17600 99.0206
17800 104.866
18000 99.9762
18200 96.424
18400 99.1749
18600 104.578
18800 96.4458
19000 96.0958
19200 100.292
19400 100.389
19600 94.8148
19800 101.095
20000 101.238
