# Time-averaged data for fix myat6
# TimeStep v_pressure
0 50.9968
200 34.2643
400 50.6942
600 70.17
800 79.3676
1000 56.9966
1200 78.6033
1400 60.8213
1600 84.6223
1800 54.4595
2000 68.5247
2200 51.3308
2400 68.5062
2600 62.4289
2800 65.1641
3000 97.4796
3200 83.5635
3400 45.6414
3600 93.4466
3800 70.601
4000 51.2625
4200 31.0537
4400 63.8967
4600 60.9992
4800 52.0017
5000 90.1555
5200 73.0628
5400 78.0714
5600 69.1704
5800 53.9059
6000 39.0412
6200 64.0609
6400 102.835
6600 68.607
6800 62.1471
7000 45.5798
7200 71.402
7400 70.0237
7600 63.5799
7800 54.2119
8000 81.8315
8200 41.0517
8400 54.3766
8600 59.6209
8800 59.2538
9000 60.649
9200 49.8976
9400 71.3813
9600 55.2986
9800 91.1856
10000 63.0885
10200 78.1681
10400 50.8569
10600 73.6096
10800 61.9912
11000 63.6664
11200 95.2894
11400 64.9604
11600 49.1906
11800 64.8704
12000 96.4359
12200 58.0938
12400 91.2924
12600 74.6155
12800 127.714
13000 81.4244
13200 88.394
13400 53.5072
13600 59.9815
13800 48.3667
14000 68.7555
14200 48.9077
14400 94.429
14600 95.906
14800 70.6411
15000 63.4189
15200 65.1027
15400 83.3229
15600 70.8329
15800 57.7893
16000 43.3182
16200 41.4786
16400 71.3032
16600 92.1026
16800 44.2729
17000 84.5518
17200 57.8104
17400 80.8575
17600 71.9013
17800 35.2468
18000 105.86
18200 95.2524
18400 44.1559
18600 56.1044
18800 69.4363
19000 105.246
19200 59.6902
19400 60.636
19600 94.6397
19800 65.0525
20000 76.8967
