# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -8.30459
200 -4.93202
400 -3.52743
600 -2.59166
800 -2.83777
1000 -3.21073
1200 -3.21806
1400 -3.00723
1600 -3.42617
1800 -3.50329
2000 -3.02408
2200 -3.11241
2400 -2.97063
2600 -2.54722
2800 -3.21197
3000 -3.11634
3200 -3.20665
3400 -2.97309
3600 -3.09331
3800 -3.0297
4000 -3.46283
4200 -3.19537
4400 -2.95121
4600 -3.2775
4800 -3.11615
5000 -3.05602
5200 -2.72719
5400 -3.20787
5600 -3.55463
5800 -3.00661
6000 -3.51328
6200 -3.46196
6400 -2.66062
6600 -2.47724
6800 -2.52971
7000 -2.71612
7200 -3.03744
7400 -2.6997
7600 -2.7698
7800 -2.82013
8000 -2.37741
8200 -2.8523
8400 -3.32578
8600 -3.10266
8800 -3.53267
9000 -3.37765
9200 -3.17446
9400 -3.37727
9600 -3.05529
9800 -2.81381
10000 -3.01459
10200 -2.97628
10400 -3.5674
10600 -3.2246
10800 -3.11635
11000 -2.93101
11200 -2.43126
11400 -3.64984
11600 -3.53576
11800 -2.88906
12000 -3.24181
12200 -2.69417
12400 -3.12431
12600 -3.10818
12800 -2.2733
13000 -3.02506
13200 -2.97473
13400 -3.5724
13600 -2.77976
13800 -3.50081
14000 -2.79683
14200 -3.18924
14400 -2.96275
14600 -2.91893
14800 -3.48236
15000 -2.58218
15200 -2.75307
15400 -2.53265
15600 -2.7888
15800 -3.04941
16000 -2.54897
16200 -2.67252
16400 -3.00034
16600 -2.77096
16800 -3.36418
17000 -3.26295
17200 -3.35847
17400 -3.35994
17600 -3.08493
17800 -3.04884
18000 -3.13003
18200 -2.6061
18400 -3.37484
18600 -3.28725
18800 -2.94056
19000 -2.92331
19200 -2.82002
19400 -2.58812
19600 -2.9042
19800 -3.00143
20000 -2.75602
