# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.0707
400 15.2254
600 14.1861
800 15.5714
1000 15.2607
1200 14.0357
1400 15.4544
1600 14.1848
1800 13.7961
2000 14.5733
2200 14.2567
2400 15.1023
2600 15.1609
2800 13.5623
3000 13.7285
3200 14.5406
3400 14.7374
3600 14.4543
3800 14.3341
4000 15.178
4200 14.8329
4400 14.7297
4600 15.1924
4800 14.0757
5000 14.9859
5200 13.6719
5400 13.6759
5600 15.1656
5800 14.4224
6000 14.95
6200 15.0251
6400 15.8947
6600 13.8337
6800 15.7434
7000 13.7809
7200 14.0918
7400 14.5197
7600 14.9772
7800 14.6937
8000 13.7367
8200 15.2617
8400 15.2377
8600 14.6743
8800 13.8562
9000 14.1725
9200 13.5418
9400 14.8891
9600 13.5562
9800 14.8552
10000 14.7014
10200 14.5014
10400 15.1205
10600 14.7943
10800 14.3148
11000 13.6084
11200 14.1041
11400 15.6035
11600 15.8325
11800 14.9383
12000 14.5117
12200 14.1284
12400 15.399
12600 15.0901
12800 15.7836
13000 14.1719
13200 16.0848
13400 14.0176
13600 15.4161
13800 14.0303
14000 14.7031
14200 15.4633
14400 14.5893
14600 14.5473
14800 15.3939
15000 13.9127
15200 12.9952
15400 15.2361
15600 13.327
15800 15.8984
16000 15.1657
16200 15.0738
16400 14.8592
16600 15.1645
16800 14.1828
17000 14.9286
17200 14.6052
17400 14.4061
17600 15.3887
17800 14.8559
18000 14.4483
18200 14.417
18400 13.9642
18600 14.0947
18800 13.2853
19000 15.1388
19200 15.2993
19400 14.6036
19600 14.2569
19800 13.5888
20000 14.4211
