# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -142.378
200 316.426
400 228.326
600 674.923
800 304.158
1000 252.681
1200 545.803
1400 439.986
1600 443.258
1800 414.304
2000 511.033
2200 500.032
2400 416.25
2600 512.344
2800 509.919
3000 497.043
3200 410.039
3400 462.119
3600 413.219
3800 418.941
4000 194.859
4200 448.208
4400 425.7
4600 335.427
4800 670.726
5000 349.294
5200 662.154
5400 600.9
5600 279.731
5800 396.385
6000 316.425
6200 293.424
6400 282.559
6600 713.328
6800 416.155
7000 637.311
7200 531.145
7400 624.573
7600 448.961
7800 448.047
8000 680.05
8200 318.263
8400 376.746
8600 458.493
8800 393.722
9000 515.153
9200 549.589
9400 368.354
9600 546.81
9800 424.82
10000 442.031
10200 520.769
10400 435.817
10600 376.393
10800 584.581
11000 677.412
11200 658.709
11400 350.616
11600 110.407
11800 403.75
12000 423.593
12200 606.186
12400 427.039
12600 329.397
12800 500.154
13000 520.823
13200 310.216
13400 441.432
13600 397.46
13800 525.59
14000 511.289
14200 295.235
14400 515.527
14600 549.645
14800 327.647
15000 611.349
15200 767.042
15400 391.505
15600 716.024
15800 242.439
16000 462.888
16200 496.653
16400 427.033
16600 531.269
16800 465.995
17000 293.742
17200 467.633
17400 440.122
17600 375.944
17800 436.825
18000 543.934
18200 548.128
18400 604.765
18600 504.992
18800 627.34
19000 383.685
19200 318.824
19400 463.149
19600 501.224
19800 488.82
20000 480.321
