# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0362811
200 0.0362811
400 0.0362811
600 0.0362811
800 0.0362811
1000 0.0362811
1200 0.0362811
1400 0.0362811
1600 0.0362811
1800 0.0362811
2000 0.0362811
2200 0.0362811
2400 0.0362811
2600 0.0362811
2800 0.0362811
3000 0.0362811
3200 0.0362811
3400 0.0362811
3600 0.0362811
3800 0.0362811
4000 0.0362811
4200 0.0362811
4400 0.0362811
4600 0.0362811
4800 0.0362811
5000 0.0362811
5200 0.0362811
5400 0.0362811
5600 0.0362811
5800 0.0362811
6000 0.0362811
6200 0.0362811
6400 0.0362811
6600 0.0362811
6800 0.0362811
7000 0.0362811
7200 0.0362811
7400 0.0362811
7600 0.0362811
7800 0.0362811
8000 0.0362811
8200 0.0362811
8400 0.0362811
8600 0.0362811
8800 0.0362811
9000 0.0362811
9200 0.0362811
9400 0.0362811
9600 0.0362811
9800 0.0362811
10000 0.0362811
10200 0.0362811
10400 0.0362811
10600 0.0362811
10800 0.0362811
11000 0.0362811
11200 0.0362811
11400 0.0362811
11600 0.0362811
11800 0.0362811
12000 0.0362811
12200 0.0362811
12400 0.0362811
12600 0.0362811
12800 0.0362811
13000 0.0362811
13200 0.0362811
13400 0.0362811
13600 0.0362811
13800 0.0362811
14000 0.0362811
14200 0.0362811
14400 0.0362811
14600 0.0362811
14800 0.0362811
15000 0.0362811
15200 0.0362811
15400 0.0362811
15600 0.0362811
15800 0.0362811
16000 0.0362811
16200 0.0362811
16400 0.0362811
16600 0.0362811
16800 0.0362811
17000 0.0362811
17200 0.0362811
17400 0.0362811
17600 0.0362811
17800 0.0362811
18000 0.0362811
18200 0.0362811
18400 0.0362811
18600 0.0362811
18800 0.0362811
19000 0.0362811
19200 0.0362811
19400 0.0362811
19600 0.0362811
19800 0.0362811
20000 0.0362811
