# Time-averaged data for fix myat8
# TimeStep v_volume
0 2288.49
200 2288.49
400 2288.49
600 2288.49
800 2288.49
1000 2288.49
1200 2288.49
1400 2288.49
1600 2288.49
1800 2288.49
2000 2288.49
2200 2288.49
2400 2288.49
2600 2288.49
2800 2288.49
3000 2288.49
3200 2288.49
3400 2288.49
3600 2288.49
3800 2288.49
4000 2288.49
4200 2288.49
4400 2288.49
4600 2288.49
4800 2288.49
5000 2288.49
5200 2288.49
5400 2288.49
5600 2288.49
5800 2288.49
6000 2288.49
6200 2288.49
6400 2288.49
6600 2288.49
6800 2288.49
7000 2288.49
7200 2288.49
7400 2288.49
7600 2288.49
7800 2288.49
8000 2288.49
8200 2288.49
8400 2288.49
8600 2288.49
8800 2288.49
9000 2288.49
9200 2288.49
9400 2288.49
9600 2288.49
9800 2288.49
10000 2288.49
10200 2288.49
10400 2288.49
10600 2288.49
10800 2288.49
11000 2288.49
11200 2288.49
11400 2288.49
11600 2288.49
11800 2288.49
12000 2288.49
12200 2288.49
12400 2288.49
12600 2288.49
12800 2288.49
13000 2288.49
13200 2288.49
13400 2288.49
13600 2288.49
13800 2288.49
14000 2288.49
14200 2288.49
14400 2288.49
14600 2288.49
14800 2288.49
15000 2288.49
15200 2288.49
15400 2288.49
15600 2288.49
15800 2288.49
16000 2288.49
16200 2288.49
16400 2288.49
16600 2288.49
16800 2288.49
17000 2288.49
17200 2288.49
17400 2288.49
17600 2288.49
17800 2288.49
18000 2288.49
18200 2288.49
18400 2288.49
18600 2288.49
18800 2288.49
19000 2288.49
19200 2288.49
19400 2288.49
19600 2288.49
19800 2288.49
20000 2288.49
