# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -23.0046
200 -18.0028
400 -18.7529
600 -16.7778
800 -18.4092
1000 -18.4714
1200 -17.2538
1400 -18.4617
1600 -17.611
1800 -17.2994
2000 -17.5974
2200 -17.3691
2400 -18.0729
2600 -17.7082
2800 -16.7743
3000 -16.8448
3200 -17.7473
3400 -17.7105
3600 -17.5476
3800 -17.3638
4000 -18.6408
4200 -18.0283
4400 -17.6809
4600 -18.4699
4800 -17.1918
5000 -18.0419
5200 -16.3991
5400 -16.8838
5600 -18.7203
5800 -17.429
6000 -18.4633
6200 -18.4871
6400 -18.5553
6600 -16.3109
6800 -18.2731
7000 -16.497
7200 -17.1292
7400 -17.2194
7600 -17.747
7800 -17.5138
8000 -16.1141
8200 -18.114
8400 -18.5634
8600 -17.7769
8800 -17.3889
9000 -17.5501
9200 -16.7163
9400 -18.2664
9600 -16.6115
9800 -17.669
10000 -17.716
10200 -17.4777
10400 -18.6879
10600 -18.0189
10800 -17.4311
11000 -16.5394
11200 -16.5354
11400 -19.2533
11600 -19.3682
11800 -17.8274
12000 -17.7535
12200 -16.8226
12400 -18.5234
12600 -18.1983
12800 -18.0569
13000 -17.197
13200 -19.0596
13400 -17.59
13600 -18.1959
13800 -17.5311
14000 -17.5
14200 -18.6526
14400 -17.5521
14600 -17.4662
14800 -18.8763
15000 -16.4948
15200 -15.7483
15400 -17.7688
15600 -16.1158
15800 -18.9478
16000 -17.7147
16200 -17.7463
16400 -17.8595
16600 -17.9355
16800 -17.547
17000 -18.1915
17200 -17.9637
17400 -17.766
17600 -18.4737
17800 -17.9047
18000 -17.5784
18200 -17.0231
18400 -17.339
18600 -17.382
18800 -16.2259
19000 -18.0621
19200 -18.1193
19400 -17.1917
19600 -17.1611
19800 -16.5902
20000 -17.1771
