# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.9159
400 14.0273
600 15.8363
800 14.9307
1000 14.5296
1200 16.3992
1400 15.0068
1600 15.5664
1800 14.2167
2000 15.3898
2200 15.8036
2400 14.7571
2600 14.3327
2800 13.7868
3000 15.5498
3200 14.9191
3400 15.1893
3600 14.7194
3800 15.4
4000 15.4141
4200 15.2389
4400 14.9707
4600 13.9587
4800 14.5907
5000 14.2518
5200 14.8017
5400 15.2901
5600 15.4454
5800 14.903
6000 15.1635
6200 15.2947
6400 15.576
6600 15.232
6800 16.3382
7000 13.4224
7200 16.198
7400 13.8624
7600 16.1814
7800 14.2363
8000 14.5009
8200 13.8213
8400 15.2968
8600 12.571
8800 14.4151
9000 15.4304
9200 15.0741
9400 14.2874
9600 15.0294
9800 15.151
10000 14.2003
10200 15.1346
10400 15.3454
10600 14.1414
10800 12.5774
11000 13.4496
11200 14.7911
11400 15.4625
11600 15.8255
11800 13.8636
12000 13.7645
12200 12.4683
12400 13.9023
12600 15.6697
12800 14.9026
13000 14.066
13200 15.9027
13400 15.0301
13600 14.9375
13800 13.2418
14000 14.8465
14200 15.0078
14400 13.2851
14600 14.3201
14800 15.733
15000 15.121
15200 15.1463
15400 13.8144
15600 14.6512
15800 14.3372
16000 15.5755
16200 15.604
16400 13.7683
16600 14.8788
16800 14.3494
17000 17.4957
17200 15.8651
17400 15.7263
17600 13.8139
17800 15.7235
18000 15.0532
18200 13.8907
18400 14.1066
18600 14.6572
18800 13.6243
19000 14.2379
19200 14.1429
19400 14.5585
19600 13.9554
19800 14.0172
20000 15.8705
