# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0436743
200 0.0436743
400 0.0436743
600 0.0436743
800 0.0436743
1000 0.0436743
1200 0.0436743
1400 0.0436743
1600 0.0436743
1800 0.0436743
2000 0.0436743
2200 0.0436743
2400 0.0436743
2600 0.0436743
2800 0.0436743
3000 0.0436743
3200 0.0436743
3400 0.0436743
3600 0.0436743
3800 0.0436743
4000 0.0436743
4200 0.0436743
4400 0.0436743
4600 0.0436743
4800 0.0436743
5000 0.0436743
5200 0.0436743
5400 0.0436743
5600 0.0436743
5800 0.0436743
6000 0.0436743
6200 0.0436743
6400 0.0436743
6600 0.0436743
6800 0.0436743
7000 0.0436743
7200 0.0436743
7400 0.0436743
7600 0.0436743
7800 0.0436743
8000 0.0436743
8200 0.0436743
8400 0.0436743
8600 0.0436743
8800 0.0436743
9000 0.0436743
9200 0.0436743
9400 0.0436743
9600 0.0436743
9800 0.0436743
10000 0.0436743
10200 0.0436743
10400 0.0436743
10600 0.0436743
10800 0.0436743
11000 0.0436743
11200 0.0436743
11400 0.0436743
11600 0.0436743
11800 0.0436743
12000 0.0436743
12200 0.0436743
12400 0.0436743
12600 0.0436743
12800 0.0436743
13000 0.0436743
13200 0.0436743
13400 0.0436743
13600 0.0436743
13800 0.0436743
14000 0.0436743
14200 0.0436743
14400 0.0436743
14600 0.0436743
14800 0.0436743
15000 0.0436743
15200 0.0436743
15400 0.0436743
15600 0.0436743
15800 0.0436743
16000 0.0436743
16200 0.0436743
16400 0.0436743
16600 0.0436743
16800 0.0436743
17000 0.0436743
17200 0.0436743
17400 0.0436743
17600 0.0436743
17800 0.0436743
18000 0.0436743
18200 0.0436743
18400 0.0436743
18600 0.0436743
18800 0.0436743
19000 0.0436743
19200 0.0436743
19400 0.0436743
19600 0.0436743
19800 0.0436743
20000 0.0436743
