# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -11.0831
200 -7.23355
400 -7.00752
600 -6.62515
800 -6.96682
1000 -6.42234
1200 -6.79563
1400 -6.65008
1600 -6.50304
1800 -6.96574
2000 -6.60981
2200 -6.20547
2400 -6.42639
2600 -6.53324
2800 -5.91572
3000 -6.26707
3200 -6.83023
3400 -6.22635
3600 -6.16591
3800 -6.24527
4000 -5.89193
4200 -6.57436
4400 -6.27933
4600 -6.26601
4800 -6.80874
5000 -6.59685
5200 -6.36549
5400 -6.11656
5600 -6.31361
5800 -6.02848
6000 -5.82283
6200 -5.72367
6400 -6.02133
6600 -5.91356
6800 -6.56756
7000 -6.33369
7200 -6.05096
7400 -6.12559
7600 -6.1789
7800 -6.4067
8000 -6.38966
8200 -5.99372
8400 -6.06755
8600 -6.09681
8800 -5.87554
9000 -6.48574
9200 -6.05127
9400 -6.31478
9600 -5.70068
9800 -6.49743
10000 -6.1402
10200 -6.42957
10400 -6.43772
10600 -6.60621
10800 -6.52839
11000 -5.72557
11200 -6.15368
11400 -6.12819
11600 -6.1573
11800 -5.70055
12000 -5.84087
12200 -6.47142
12400 -5.88463
12600 -6.13945
12800 -6.05252
13000 -5.85337
13200 -5.6324
13400 -6.16744
13600 -5.90218
13800 -6.36768
14000 -6.60313
14200 -7.05501
14400 -5.9609
14600 -6.43427
14800 -6.46612
15000 -6.7249
15200 -6.63017
15400 -5.94595
15600 -6.11774
15800 -6.57288
16000 -6.62757
16200 -6.91954
16400 -6.37675
16600 -5.95737
16800 -5.75873
17000 -6.41722
17200 -5.95035
17400 -6.16144
17600 -6.06978
17800 -5.98482
18000 -6.57951
18200 -6.37352
18400 -5.96945
18600 -6.6082
18800 -6.57391
19000 -5.9452
19200 -6.88259
19400 -6.22441
19600 -6.48235
19800 -6.81572
20000 -5.68343
