# Time-averaged data for fix myat6
# TimeStep v_pressure
0 62.3613
200 789.865
400 794.012
600 541.901
800 827.775
1000 749.373
1200 493.436
1400 720.509
1600 674.813
1800 728.957
2000 699.791
2200 579.271
2400 822.032
2600 833.722
2800 992.588
3000 753.993
3200 645.497
3400 744.779
3600 803.184
3800 717.011
4000 856.113
4200 615.853
4400 863.564
4600 1049.96
4800 801.633
5000 792.78
5200 838.868
5400 783.468
5600 656.928
5800 867.975
6000 930.37
6200 894.669
6400 753.464
6600 925.531
6800 655.164
7000 1029.3
7200 672.283
7400 1078.47
7600 583.587
7800 945.636
8000 786.586
8200 1116.93
8400 653.944
8600 1173.37
8800 1057.84
9000 650.385
9200 816.397
9400 1027.79
9600 861.015
9800 872.022
10000 988.447
10200 634.359
10400 612.327
10600 833.342
10800 1161.54
11000 1076.71
11200 814.014
11400 675.97
11600 664.174
11800 1105.58
12000 1233.01
12200 1070.13
12400 1046.86
12600 634.654
12800 835.618
13000 935.713
13200 741.822
13400 695.287
13600 774.736
13800 1083.31
14000 770.818
14200 610.237
14400 1159.47
14600 835.484
14800 609.906
15000 688.176
15200 658.505
15400 1115.41
15600 904.318
15800 804.178
16000 708.04
16200 603.681
16400 905.624
16600 885.671
16800 1042.45
17000 325.464
17200 690.61
17400 677.136
17600 1045.06
17800 643.335
18000 610.54
18200 918.887
18400 854.784
18600 847.476
18800 947.74
19000 888.03
19200 689.885
19400 862.043
19600 935.2
19800 738.231
20000 775.905
