# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -17.3414
200 -11.3513
400 -11.2177
600 -9.97434
800 -10.6804
1000 -10.6538
1200 -10.5499
1400 -11.2335
1600 -9.85674
1800 -10.8757
2000 -10.8407
2200 -10.4088
2400 -11.9637
2600 -10.6614
2800 -10.2705
3000 -10.9453
3200 -10.53
3400 -10.1213
3600 -10.0075
3800 -10.945
4000 -10.4027
4200 -10.6519
4400 -10.4832
4600 -9.38198
4800 -11.0346
5000 -11.9096
5200 -11.4731
5400 -10.2776
5600 -10.986
5800 -10.2909
6000 -10.5619
6200 -11.0182
6400 -11.5874
6600 -9.80608
6800 -10.5937
7000 -11.8538
7200 -11.8217
7400 -10.1183
7600 -10.4193
7800 -11.4603
8000 -10.3877
8200 -10.7506
8400 -9.32765
8600 -10.2702
8800 -10.5292
9000 -11.32
9200 -10.4957
9400 -10.01
9600 -10.3116
9800 -12.0695
10000 -11.2273
10200 -11.2413
10400 -10.5023
10600 -10.0511
10800 -10.2919
11000 -10.4626
11200 -11.0707
11400 -10.8362
11600 -9.22084
11800 -10.6094
12000 -12.3293
12200 -10.1743
12400 -10.4224
12600 -10.9879
12800 -10.7683
13000 -11.2897
13200 -10.2373
13400 -10.2203
13600 -11.0406
13800 -10.3886
14000 -12.0425
14200 -10.2765
14400 -9.85243
14600 -10.9344
14800 -9.81126
15000 -10.1924
15200 -8.85895
15400 -10.4459
15600 -10.7305
15800 -11.3207
16000 -10.9839
16200 -10.931
16400 -9.26498
16600 -10.5439
16800 -11.411
17000 -10.7473
17200 -10.3683
17400 -10.2211
17600 -10.4492
17800 -10.3345
18000 -10.7132
18200 -10.5917
18400 -11.773
18600 -11.0668
18800 -10.9693
19000 -11.3909
19200 -10.7557
19400 -11.3271
19600 -11.1974
19800 -10.5755
20000 -11.3365
