# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -32.5436
200 216.205
400 168.895
600 279.564
800 110.502
1000 237.748
1200 146.202
1400 71.9308
1600 260.029
1800 191.601
2000 133.058
2200 109.763
2400 49.9204
2600 167.575
2800 210.684
3000 75.8079
3200 140.414
3400 161.549
3600 229.259
3800 26.1019
4000 134.472
4200 187.683
4400 167.573
4600 297.618
4800 114.557
5000 24.3349
5200 82.6996
5400 167.22
5600 25.7495
5800 198.842
6000 141.852
6200 85.8277
6400 106.476
6600 256.364
6800 127.149
7000 74.9139
7200 125.932
7400 192.152
7600 167.145
7800 106.198
8000 144.725
8200 179.785
8400 170.29
8600 170.939
8800 184.648
9000 99.2175
9200 99.102
9400 91.4218
9600 137.195
9800 78.1257
10000 154.085
10200 35.7914
10400 108.154
10600 220.492
10800 164.17
11000 74.6672
11200 121.592
11400 168.383
11600 226.714
11800 148.903
12000 124.118
12200 144.59
12400 135.81
12600 71.0657
12800 153.391
13000 102.043
13200 210.823
13400 215.799
13600 138.169
13800 192.835
14000 34.3166
14200 121.377
14400 153.249
14600 208.121
14800 148.515
15000 142.015
15200 229.765
15400 163.912
15600 61.9578
15800 82.7083
16000 147.794
16200 134.371
16400 275.26
16600 205.244
16800 89.6471
17000 175.811
17200 207.955
17400 213.88
17600 99.9346
17800 113.354
18000 66.1461
18200 89.4469
18400 118.909
18600 91.1799
18800 81.8123
19000 108.802
19200 79.3204
19400 131.074
19600 74.4655
19800 186.22
20000 88.2364
