# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 87.8819
400 98.2776
600 93.8503
800 99.9737
1000 98.3411
1200 99.1703
1400 104.455
1600 96.5556
1800 100.509
2000 100.947
2200 102.974
2400 110.219
2600 99.4442
2800 96.9049
3000 103.514
3200 99.3984
3400 98.4817
3600 96.5015
3800 103.046
4000 100.668
4200 102.768
4400 102.775
4600 93.4577
4800 104.611
5000 107.459
5200 102.191
5400 96.7657
5600 104.95
5800 101.188
6000 100.591
6200 105.919
6400 106.529
6600 95.2938
6800 100.649
7000 105.322
7200 103.926
7400 93.1388
7600 99.5077
7800 103.721
8000 100.572
8200 101.585
8400 95.6495
8600 100.866
8800 100.544
9000 106.516
9200 102.192
9400 100.662
9600 100.681
9800 108.203
10000 101.864
10200 105.008
10400 102.514
10600 99.7244
10800 100.825
11000 101.888
11200 103.463
11400 102.603
11600 93.4859
11800 101.181
12000 110.562
12200 96.5677
12400 100.201
12600 104.208
12800 101.021
13000 103.208
13200 98.5424
13400 97.9563
13600 104.28
13800 99.4529
14000 109.875
14200 98.7284
14400 97.64
14600 106.026
14800 95.5774
15000 99.5844
15200 94.4586
15400 101.52
15600 103.916
15800 106.595
16000 101.132
16200 104.528
16400 90.3302
16600 98.6317
16800 104.112
17000 97.4974
17200 98.0424
17400 96.5315
17600 100.746
17800 99.1291
18000 101.063
18200 103.523
18400 107.787
18600 104.503
18800 104.212
19000 106.694
19200 105.05
19400 108.154
19600 104.765
19800 100.445
20000 103.137
