# Time-averaged data for fix myat3
# TimeStep v_Etot
0 0.156264
200 3.04672
400 4.86345
600 5.89475
800 6.35943
1000 6.63482
1200 7.21625
1400 6.85936
1600 6.3408
1800 5.47713
2000 6.13072
2200 6.31573
2400 5.92739
2600 5.82528
2800 5.56821
3000 6.40721
3200 6.58769
3400 5.97509
3600 5.20355
3800 4.8075
4000 5.90982
4200 6.72967
4400 6.50113
4600 6.06852
4800 5.93475
5000 6.3634
5200 6.58259
5400 6.44796
5600 6.5631
5800 6.33867
6000 6.14681
6200 6.2159
6400 6.12835
6600 6.47729
6800 7.00784
7000 7.01103
7200 6.61303
7400 6.31916
7600 5.69525
7800 6.01275
8000 6.90138
8200 6.40695
8400 6.43589
8600 6.10101
8800 6.29863
9000 6.26075
9200 6.49447
9400 6.33616
9600 6.2039
9800 6.29036
10000 6.13084
10200 6.23021
10400 6.28483
10600 5.92466
10800 6.67942
11000 6.88672
11200 6.96873
11400 6.84768
11600 6.72318
11800 6.66262
12000 6.38766
12200 6.77243
12400 6.98403
12600 7.35164
12800 6.9058
13000 6.80796
13200 6.57371
13400 5.93756
13600 5.46772
13800 5.84727
14000 6.01916
14200 6.52041
14400 7.04456
14600 6.67374
14800 6.28351
15000 6.29187
15200 6.66728
15400 6.70593
15600 6.97386
15800 7.11142
16000 6.71588
16200 6.59451
16400 6.46946
16600 6.53186
16800 6.64616
17000 6.58459
17200 6.33316
17400 6.59195
17600 6.6559
17800 6.66627
18000 6.15795
18200 6.52184
18400 6.1057
18600 6.26173
18800 6.74543
19000 6.81328
19200 6.21835
19400 5.91066
19600 6.18296
19800 6.41041
20000 6.49095
