# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.1689
400 13.8722
600 13.2432
800 14.5466
1000 14.9413
1200 14.2769
1400 14.766
1600 14.6973
1800 14.7057
2000 14.7071
2200 14.8191
2400 15.1034
2600 13.9684
2800 14.3155
3000 14.1215
3200 14.6692
3400 14.8254
3600 14.6597
3800 14.543
4000 14.3407
4200 13.9882
4400 15.3903
4600 14.404
4800 14.098
5000 14.9566
5200 14.1212
5400 14.5298
5600 14.6092
5800 15.2038
6000 14.3441
6200 15.3535
6400 14.5467
6600 13.6211
6800 15.4527
7000 15.6933
7200 14.5222
7400 14.6888
7600 14.3058
7800 13.9712
8000 15.1738
8200 14.4878
8400 14.4267
8600 14.9737
8800 14.5862
9000 15.1047
9200 14.7795
9400 14.9174
9600 14.066
9800 14.8015
10000 15.029
10200 14.8037
10400 13.9736
10600 13.3612
10800 14.0725
11000 15.2299
11200 14.589
11400 15.0519
11600 14.4661
11800 14.9793
12000 15.8417
12200 14.4045
12400 14.9346
12600 13.7712
12800 14.8418
13000 14.1352
13200 15.4379
13400 15.1288
13600 14.8528
13800 14.7762
14000 14.4856
14200 13.9293
14400 14.9371
14600 15.1286
14800 14.5193
15000 15.139
15200 13.5345
15400 14.2588
15600 13.8604
15800 14.9217
16000 14.5618
16200 14.8451
16400 15.4131
16600 14.4969
16800 14.8942
17000 14.3892
17200 14.7871
17400 13.6581
17600 14.3043
17800 14.7069
18000 14.3691
18200 14.2214
18400 14.7008
18600 15.0305
18800 13.7628
19000 15.0038
19200 14.9056
19400 14.6068
19600 14.5577
19800 15.0801
20000 14.3995
